id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,cluster,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
19448926,https://www.airbnb.com/rooms/19448926,Sonder | The Conrad | Peaceful 3BR,CorpGroup5,https://www.airbnb.com/users/show/12243051,Sonder,"Boston, Massachusetts, United States",Downtown,2020-08-31,,42.35578,-71.06232,Entire apartment,Entire home/apt,6,3.0,3.0,321.14,30,1124,30.0,t,0,0,0,0,59,988180,t,Sonder,12243051.0,Not found (fabricated),Not found (fabricated),,Home Share Unit,19.0,,Not found (fabricated),Not found (fabricated),,0.0,5-4,319.47688686678936,5-4-1,71.97609739186595,#E64A19,True
19469134,https://www.airbnb.com/rooms/19469134,Sonder | The Conrad | Relaxed 2BR,CorpGroup5,https://www.airbnb.com/users/show/12243051,Sonder,"Boston, Massachusetts, United States",Downtown,2020-08-31,,42.35585,-71.06257,Entire apartment,Entire home/apt,5,2.0,3.0,226.0,30,1124,30.0,t,0,0,0,0,47,988180,t,Sonder,12243051.0,Not found (fabricated),Not found (fabricated),,Home Share Unit,19.0,,Not found (fabricated),Not found (fabricated),,0.0,5-4,374.22304000263017,5-4-1,111.3027538025831,#E64A19,True
19527633,https://www.airbnb.com/rooms/19527633,Sonder | The Conrad | Stunning 3BR,CorpGroup5,https://www.airbnb.com/users/show/12243051,Sonder,"Boston, Massachusetts, United States",Downtown,2020-08-31,,42.35576,-71.06197,Entire apartment,Entire home/apt,6,3.0,3.0,325.0,30,1124,30.0,t,0,0,0,0,63,988180,t,Sonder,12243051.0,Not found (fabricated),Not found (fabricated),,Home Share Unit,19.0,,Not found (fabricated),Not found (fabricated),,0.0,5-4,240.3933888757717,5-4-1,88.97314092644581,#E64A19,True
39560366,https://www.airbnb.com/rooms/39560366,Sonder | The Conrad | Stylish 3BR,CorpGroup5,https://www.airbnb.com/users/show/224829568,Sonder,"Boston, Massachusetts, United States",Downtown,2020-08-31,,42.35609,-71.06199000000002,Entire apartment,Entire home/apt,8,3.0,4.0,321.0,30,1125,30.0,t,0,0,0,0,9,988180,t,Sonder (Boston),224829568.0,Not found (fabricated),Not found (fabricated),,Home Share Unit,19.0,,Not found (fabricated),Not found (fabricated),,0.0,5-4,203.1910023189896,5-4-1,72.90811735764396,#E64A19,True
39867786,https://www.airbnb.com/rooms/39867786,Sonder | The Conrad | Gorgeous 4BR,CorpGroup5,https://www.airbnb.com/users/show/224829568,Sonder,"Boston, Massachusetts, United States",Downtown,2020-08-31,,42.35626,-71.06205,Entire apartment,Entire home/apt,10,4.0,5.0,392.0,30,1125,30.0,t,0,0,0,0,3,988180,t,Sonder (Boston),224829568.0,Not found (fabricated),Not found (fabricated),,Home Share Unit,19.0,,Not found (fabricated),Not found (fabricated),,0.0,5-4,223.13975815952745,5-4-1,119.00998078747492,#E64A19,True
