id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,cluster,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
44209283,https://www.airbnb.com/rooms/44209283,Well-equipped apartment home | 3BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-08-31,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,7,3.0,3.0,330.0,91,1125,91.0,t,25,55,85,360,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209284,https://www.airbnb.com/rooms/44209284,Well-equipped apartment home | Studio in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-09-01,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,1,,1.0,174.0,91,1125,91.0,t,14,44,74,349,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209285,https://www.airbnb.com/rooms/44209285,Well-equipped apartment home | 3BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-08-31,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,7,3.0,3.0,369.0,91,1125,91.0,t,25,55,85,360,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209289,https://www.airbnb.com/rooms/44209289,Well-equipped apartment home | Studio in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-09-01,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,1,,1.0,157.0,91,1125,91.0,t,24,54,84,359,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209291,https://www.airbnb.com/rooms/44209291,Well-equipped apartment home | Studio in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-09-01,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,1,,1.0,191.0,91,1125,91.0,t,25,55,85,360,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209292,https://www.airbnb.com/rooms/44209292,Well-equipped apartment home | 1BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-09-01,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,3,1.0,1.0,213.0,91,1125,91.0,t,21,51,81,356,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209293,https://www.airbnb.com/rooms/44209293,Well-equipped apartment home | Studio in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-09-01,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,1,,1.0,174.0,91,1125,91.0,t,7,37,67,342,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209294,https://www.airbnb.com/rooms/44209294,Well-equipped apartment home | 1BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-09-01,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,3,1.0,1.0,188.0,91,1125,91.0,t,18,48,78,353,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209295,https://www.airbnb.com/rooms/44209295,Well-equipped apartment home | 1BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-09-01,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,3,1.0,1.0,173.0,91,1125,91.0,t,0,0,0,0,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209300,https://www.airbnb.com/rooms/44209300,Well-equipped apartment home | 3BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-08-31,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,7,3.0,3.0,314.0,91,1125,91.0,t,25,55,85,360,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209302,https://www.airbnb.com/rooms/44209302,Well-equipped apartment home | 1BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-09-01,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,3,1.0,1.0,189.0,91,1125,91.0,t,4,34,64,339,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209304,https://www.airbnb.com/rooms/44209304,Well-equipped apartment home | 2BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-09-01,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,5,2.0,2.0,268.0,91,1125,91.0,t,22,52,82,357,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209305,https://www.airbnb.com/rooms/44209305,Well-equipped apartment home | 1BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-08-31,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,3,1.0,1.0,188.0,91,1125,91.0,t,25,55,85,360,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209307,https://www.airbnb.com/rooms/44209307,Well-equipped apartment home | 1BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-09-01,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,3,1.0,1.0,178.0,91,1125,91.0,t,18,48,78,353,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209308,https://www.airbnb.com/rooms/44209308,Well-equipped apartment home | 3BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-08-31,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,7,3.0,3.0,324.0,91,1125,91.0,t,25,55,85,360,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209309,https://www.airbnb.com/rooms/44209309,Well-equipped apartment home | 3BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-08-31,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,7,3.0,3.0,322.0,91,1125,91.0,t,25,55,85,360,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209310,https://www.airbnb.com/rooms/44209310,Well-equipped apartment home | 1BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-09-01,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,3,1.0,1.0,188.0,91,1125,91.0,t,26,56,86,361,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209311,https://www.airbnb.com/rooms/44209311,Well-equipped apartment home | 3BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-08-31,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,7,3.0,3.0,300.0,91,1125,91.0,t,25,55,85,360,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
44209312,https://www.airbnb.com/rooms/44209312,Well-equipped apartment home | 2BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Brighton,2020-08-31,,42.35711,-71.14276,Entire serviced apartment,Entire home/apt,5,2.0,2.0,257.0,91,1125,91.0,t,25,55,85,360,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,4.0,1-5,3.054817677118953,1-5-0,1.6680923637980168e-08,#FF9800,True
