id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,cluster,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
10116726,https://www.airbnb.com/rooms/10116726,Spacious 1BR |Work Desk & WiFi |Walk to Tufts Med,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35161,-71.06155,Entire apartment,Entire home/apt,3,1.0,2.0,514.0,3,1125,3.0,t,29,59,89,179,2,STRHS,f,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,173.53574019169858,2-3-0,59.661029663563966,#9E9E9E,True
12382743,https://www.airbnb.com/rooms/12382743,Private 1BR |Steps to Boston Hospital|Full Kitchen,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35113,-71.06138,Entire apartment,Entire home/apt,3,1.0,2.0,514.0,3,1125,3.0,t,29,59,89,89,0,STRHS,f,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,213.34928224312537,2-3-0,126.10012088421419,#9E9E9E,True
23287239,https://www.airbnb.com/rooms/23287239,Downtown Boston | Stylish Studio | Full Kitchen,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35146,-71.0614,Entire apartment,Entire home/apt,3,,2.0,141.0,91,1125,1.0,t,26,56,86,361,8,STRHS,t,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,142.30806005082331,2-3-0,8.871130787585058,#9E9E9E,True
23288976,https://www.airbnb.com/rooms/23288976,Clean Studio near BCH | Linen/Towels | DWTN Boston,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35157,-71.06132,Entire apartment,Entire home/apt,3,,2.0,143.0,3,1125,9.0,t,30,60,90,365,0,STRHS,t,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,111.82987963504931,2-3-0,45.23994225436654,#9E9E9E,True
23301918,https://www.airbnb.com/rooms/23301918,Spacious 1 BR | Downtown Boston | Near Tufts & BCH,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35116,-71.06192,Entire apartment,Entire home/apt,4,1.0,2.0,134.0,4,1125,4.0,t,17,47,77,352,1,STRHS,t,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,316.92237174782315,2-3-0,175.81211118450105,#9E9E9E,True
23302453,https://www.airbnb.com/rooms/23302453,Private 1BR | Steps from Boston  Hospitals | GLS,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35117,-71.06105,Entire apartment,Entire home/apt,4,1.0,2.0,153.0,91,1125,1.0,t,21,49,79,354,16,STRHS,t,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,161.08194082602958,2-3-0,150.53023265296784,#9E9E9E,True
23302652,https://www.airbnb.com/rooms/23302652,Beautiful 1BR | Full Kitchen | Downtown Boston,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,,Chinatown,2020-08-31,,42.35176,-71.0613,Entire apartment,Entire home/apt,4,1.0,2.0,129.0,3,1125,5.0,t,22,52,82,357,0,STRHS,t,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,121.02479580032043,2-3-0,109.60186998759629,#9E9E9E,True
23306244,https://www.airbnb.com/rooms/23306244,Stylish 2 Bedroom in Boston's Leather District!,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,,Chinatown,2020-08-31,,42.3517,-71.06116,Entire serviced apartment,Entire home/apt,5,2.0,3.0,686.0,5,1125,5.0,t,27,57,87,351,0,STRHS,f,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,77.32952196256636,2-3-0,109.35712936172015,#9E9E9E,True
23307091,https://www.airbnb.com/rooms/23307091,Beautiful 2BR | Kitchen | Washer/Dryer | Downtown,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35191,-71.06116999999998,Entire apartment,Entire home/apt,5,2.0,3.0,255.0,9,1125,1.0,t,26,56,86,361,3,STRHS,t,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,133.5257946644014,2-3-0,173.27582358577354,#9E9E9E,True
23307800,https://www.airbnb.com/rooms/23307800,Spacious 2BR | Downtown Boston | Full Kitchen| GLS,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,,Chinatown,2020-08-31,,42.35111,-71.06119,Entire apartment,Entire home/apt,5,2.0,3.0,686.0,9,1125,9.0,t,29,59,89,364,0,STRHS,f,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,193.91043286529072,2-3-0,147.35844249283105,#9E9E9E,True
25158106,https://www.airbnb.com/rooms/25158106,Magnificent Furnished Medical 2BR Apt at ChinaTown,CorpGroup2,https://www.airbnb.com/users/show/163251048,Churchill,,Chinatown,2020-08-31,,42.35161,-71.06111999999997,Entire serviced apartment,Entire home/apt,5,2.0,2.0,686.0,2,1125,2.0,t,22,52,82,357,1,STRHS,f,Jen,163251048.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,57.38747697752146,2-3-0,96.50898915253404,#9E9E9E,True
25476090,https://www.airbnb.com/rooms/25476090,Posh Medical 2 Bedroom Apt In Center of Boston!,CorpGroup2,https://www.airbnb.com/users/show/163251048,Churchill,,Chinatown,2020-08-31,,42.35126,-71.06109000000002,Entire serviced apartment,Entire home/apt,5,2.0,2.0,686.0,3,1125,3.0,t,0,0,0,0,0,STRHS,f,Jen,163251048.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,133.06347935773488,2-3-0,119.90114003049852,#9E9E9E,True
43267791,https://www.airbnb.com/rooms/43267791,Private & Modern 1BR | Full Kitchen+Washer/D | GLS,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35135,-71.06173000000003,Entire apartment,Entire home/apt,3,1.0,2.0,158.0,10,1125,5.0,t,23,53,83,358,2,STRHS,t,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,240.01108704053559,2-3-0,93.69779265679169,#9E9E9E,True
43268257,https://www.airbnb.com/rooms/43268257,Private & Clean 1BR | Laundry | Kitchen | Downtown,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35145,-71.06184,Entire apartment,Entire home/apt,3,1.0,2.0,175.0,31,1125,31.0,t,30,60,90,365,0,Missing,t,Global Luxury Suites,30283594.0,No license claimed,,,,,,No license claimed,No license claimed,,1.0,2-3,257.69476529350794,2-3-0,112.10758918332807,#FF9800,True
43268457,https://www.airbnb.com/rooms/43268457,Huge 1BR Apt | Washer/D | Close to Medical Centers,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35145,-71.06144,Entire apartment,Entire home/apt,3,1.0,2.0,179.0,31,1125,31.0,t,29,59,89,364,0,Missing,t,Global Luxury Suites,30283594.0,No license claimed,,,,,,No license claimed,No license claimed,,1.0,2-3,153.7101405705662,2-3-0,9.566078132470231,#FF9800,True
43277216,https://www.airbnb.com/rooms/43277216,Clean & Spacious 2BR | in-unit W/D | Close to BU,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35147,-71.06124,Entire apartment,Entire home/apt,5,2.0,3.0,255.0,31,1125,1.0,t,0,0,9,284,0,STRHS,t,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,101.31892137333298,2-3-0,50.458008838230235,#9E9E9E,True
43278187,https://www.airbnb.com/rooms/43278187,Modern 2BR Apt | Full Kitchen | Gym | Boston | GLS,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35123,-71.06182,Entire apartment,Entire home/apt,5,2.0,3.0,269.0,31,1125,31.0,t,29,59,89,364,0,Missing,f,Global Luxury Suites,30283594.0,No license claimed,,,,,,No license claimed,No license claimed,,1.0,2-3,280.8304895211444,2-3-0,138.69520182783072,#FF9800,True
43299615,https://www.airbnb.com/rooms/43299615,Brand New Studio | Gym | Full Kitchen | Boston,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35108,-71.06125,Entire apartment,Entire home/apt,3,,1.0,169.0,31,1125,31.0,t,29,59,89,364,0,Missing,t,Global Luxury Suites,30283594.0,No license claimed,,,,,,No license claimed,No license claimed,,1.0,2-3,210.60417068206348,2-3-0,151.4120162691091,#FF9800,True
43300494,https://www.airbnb.com/rooms/43300494,Bright Studio | Full Kitchen | Gym | Downtown |GLS,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35168,-71.06111999999997,Entire apartment,Entire home/apt,3,,2.0,143.0,31,1125,9.0,t,30,60,90,365,0,STRHS,t,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,64.36580876463832,2-3-0,111.75072110504564,#9E9E9E,True
43301136,https://www.airbnb.com/rooms/43301136,Modern Downtown Boston Studio | Work Desk | GLS,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35154,-71.06132,Entire apartment,Entire home/apt,3,,2.0,141.0,31,1125,9.0,t,30,60,90,365,0,STRHS,t,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,113.3974903921582,2-3-0,37.46271797775857,#9E9E9E,True
43301231,https://www.airbnb.com/rooms/43301231,"Modern,Clean Studio | Work Remote |Downtown by GLS",CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35176,-71.06170999999998,Entire apartment,Entire home/apt,3,,2.0,148.0,31,1125,1.0,t,2,31,61,336,0,STRHS,t,Global Luxury Suites,30283594.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,224.5150302993235,2-3-0,129.2746747028747,#9E9E9E,True
43301842,https://www.airbnb.com/rooms/43301842,Spacious & Clean Studio | Gym | Perfect for Nurses,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Chinatown,2020-08-31,,42.35135,-71.06178,Entire apartment,Entire home/apt,3,,1.0,169.0,31,1125,31.0,t,0,0,0,274,0,Missing,t,Global Luxury Suites,30283594.0,No license claimed,,,,,,No license claimed,No license claimed,,1.0,2-3,252.57303201354512,2-3-0,105.73168270889906,#FF9800,True
44132493,https://www.airbnb.com/rooms/44132493,Spacious 1 BR | Full Kitchen | GYM | Washer/D |GLS,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,,Chinatown,2020-08-31,,42.35168,-71.06187,Entire apartment,Entire home/apt,3,1.0,2.0,159.0,21,1125,21.0,t,26,56,86,361,0,STRHS,f,Mike,9419684.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,261.6516563710866,2-3-0,141.38091475791575,#9E9E9E,True
44132871,https://www.airbnb.com/rooms/44132871,Exclusive 1 BR | GYM | Full Kitchen | Washer\D|GLS,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,,Chinatown,2020-08-31,,42.35144,-71.06152,Entire apartment,Entire home/apt,3,1.0,2.0,159.0,21,1125,21.0,t,26,56,86,361,0,STRHS,f,Mike,9419684.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,175.27690902340854,2-3-0,28.17740230479072,#9E9E9E,True
44133942,https://www.airbnb.com/rooms/44133942,Brand New 1 BR | Full Kitchen | GYM |Washer/D |GLS,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,,Chinatown,2020-08-31,,42.35116,-71.06152,Entire apartment,Entire home/apt,3,1.0,2.0,159.0,21,1125,21.0,t,26,56,86,361,0,STRHS,f,Mike,9419684.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,230.18070776667145,2-3-0,117.28844798365023,#9E9E9E,True
44134617,https://www.airbnb.com/rooms/44134617,Luxury 2BR | Full Kitchen | GYM | Boston | GLS,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,,Chinatown,2020-08-31,,42.35165,-71.06159,Entire apartment,Entire home/apt,5,2.0,3.0,249.0,21,1125,21.0,t,27,57,87,362,0,STRHS,f,Mike,9419684.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,185.22830926212788,2-3-0,77.7969671192468,#9E9E9E,True
44134875,https://www.airbnb.com/rooms/44134875,Spacious 2BR | Full Kitchen | GYM | BOSTON | GLS,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,,Chinatown,2020-08-31,,42.35165,-71.06158,Entire apartment,Entire home/apt,5,2.0,3.0,259.0,21,1125,21.0,t,27,57,87,362,0,STRHS,f,Mike,9419684.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,182.53880306415212,2-3-0,76.29438706534813,#9E9E9E,True
44135317,https://www.airbnb.com/rooms/44135317,Bright 2BR | Furnished | Washer/D | Boston | GLS,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,,Chinatown,2020-08-31,,42.35155,-71.06148,Entire apartment,Entire home/apt,5,2.0,3.0,219.0,21,1125,21.0,t,27,57,87,362,0,STRHS,f,Mike,9419684.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,155.6106675305888,2-3-0,31.144305987452327,#9E9E9E,True
44135482,https://www.airbnb.com/rooms/44135482,Magnificent 2BR | Full Kitchen | Gym | Boston |GLS,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,,Chinatown,2020-08-31,,42.35123,-71.06148,Entire apartment,Entire home/apt,5,2.0,3.0,239.0,21,1125,21.0,t,27,57,87,362,0,STRHS,f,Mike,9419684.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,204.9534739444781,2-3-0,90.19044337349943,#9E9E9E,True
44135642,https://www.airbnb.com/rooms/44135642,Spacious Studio | Furnished | Gym | Boston | GLS,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,,Chinatown,2020-08-31,,42.35186,-71.06111,Entire apartment,Entire home/apt,3,,2.0,129.0,21,1125,21.0,t,30,60,90,365,0,STRHS,f,Mike,9419684.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,109.55416036777424,2-3-0,164.56764401932128,#9E9E9E,True
44136516,https://www.airbnb.com/rooms/44136516,Magnificent Studio | Kitchen | Wahser/D | Boston,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,,Chinatown,2020-08-31,,42.3514,-71.06134,Entire apartment,Entire home/apt,3,,2.0,129.0,21,1125,21.0,t,30,60,90,365,0,STRHS,f,Mike,9419684.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,137.47910259565097,2-3-0,35.784978937259396,#9E9E9E,True
44146302,https://www.airbnb.com/rooms/44146302,New Studio | Kitchen | Washer/D | Gym | Boston|GLS,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,,Chinatown,2020-08-31,,42.35148,-71.06105,Entire apartment,Entire home/apt,3,,2.0,129.0,21,1125,21.0,t,30,60,90,365,0,STRHS,f,Mike,9419684.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,57.96414528864736,2-3-0,101.8157600970262,#9E9E9E,True
44146641,https://www.airbnb.com/rooms/44146641,Spacious Studio | Kitchen | Washer \D | Boston|GLS,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,,Chinatown,2020-08-31,,42.35167,-71.0611,Entire apartment,Entire home/apt,3,,2.0,129.0,21,1125,21.0,t,30,60,90,365,0,STRHS,f,Mike,9419684.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,57.89679420777831,2-3-0,113.49174322107643,#9E9E9E,True
44146948,https://www.airbnb.com/rooms/44146948,Modern Studio | Kitchen | Washer/D | Boston | GLS,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,,Chinatown,2020-08-31,,42.35116,-71.062,Entire apartment,Entire home/apt,3,,2.0,129.0,21,1125,21.0,t,30,60,90,365,0,STRHS,f,Mike,9419684.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,1.0,2-3,335.763467429917,2-3-0,192.73442279778584,#9E9E9E,True
