id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,cluster,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
43037056,https://www.airbnb.com/rooms/43037056,Evonify - MGH & Tufts - Luxury 2BR in Downtown,CorpGroup8,https://www.airbnb.com/users/show/212359760,Evonify,,Downtown,2020-08-31,,42.35141,-71.06365,Entire apartment,Entire home/apt,5,2.0,2.0,254.0,1,300,1.0,t,24,53,75,144,0,STRHS,t,Evonify,212359760.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,0.0,8-3,260.4481731821577,8-3-0,18.21959092495002,#9E9E9E,True
43729521,https://www.airbnb.com/rooms/43729521,Evonify - MGH & Tufts - Luxury 2BR in Downtown PH,CorpGroup8,https://www.airbnb.com/users/show/212359760,Evonify,,Downtown,2020-08-31,,42.35175,-71.06361,Entire apartment,Entire home/apt,4,2.0,1.0,165.0,1,1125,1.0,t,27,50,80,170,0,STRHS,t,Evonify,212359760.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,0.0,8-3,136.4533648886185,8-3-0,107.89475245666443,#9E9E9E,True
44821202,https://www.airbnb.com/rooms/44821202,Evonify | Downtown | Beautiful Apt Near Subway,CorpGroup8,https://www.airbnb.com/users/show/274552333,Evonify,,Downtown,2020-08-31,,42.35149000000001,-71.06353,Entire apartment,Entire home/apt,2,,1.0,98.0,1,1125,1.0,t,25,55,85,353,0,STRHS,t,Evonify,274552333.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,0.0,8-3,228.65364684260086,8-3-0,27.166146013684553,#9E9E9E,True
44823678,https://www.airbnb.com/rooms/44823678,Evonify | Theatre District | Huge Studio,CorpGroup8,https://www.airbnb.com/users/show/274552333,Evonify,,Downtown,2020-08-31,,42.35159,-71.06378000000002,Entire apartment,Entire home/apt,3,,1.0,133.0,1,1125,1.0,t,27,57,87,350,0,STRHS,t,Evonify,274552333.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,0.0,8-3,205.3772363640626,8-3-0,66.1379726121977,#9E9E9E,True
44823875,https://www.airbnb.com/rooms/44823875,Evonify | Theatre District | Beautiful Studio,CorpGroup8,https://www.airbnb.com/users/show/274552333,Evonify,,Downtown,2020-08-31,,42.35103,-71.06352,Entire apartment,Entire home/apt,3,,1.0,98.0,1,1125,1.0,t,26,56,86,355,0,STRHS,t,Evonify,274552333.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,0.0,8-3,396.24757551345334,8-3-0,156.7753076057314,#9E9E9E,True
