,id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
1746,43442619,Amazing river view,85-1,CorpGroup32,Moe,Moe,336537667.0,https://www.airbnb.com/rooms/43442619,https://www.airbnb.com/users/show/336537667,1.0,414596,?,,,<b>License number</b><br />STR-414596,2020-08-31
1751,43511090,Lovely River View and Charming Location,85-2,CorpGroup32,Moe,Moe,336537667.0,https://www.airbnb.com/rooms/43511090,https://www.airbnb.com/users/show/336537667,1.0,414596,?,,,"Nestled within Boston’s Emerald Necklace – a cluster of interconnected parks and green space – The apartment is situated steps from the T, access to Longwood Medical Area and destination shops, restaurants, and attractions in Brookline Village.<br /><br /><b>License number</b><br />STR-414596",2020-08-31
1752,43511200,Stylish luxury apartment,85-1,CorpGroup32,Moe,Moe,336537667.0,https://www.airbnb.com/rooms/43511200,https://www.airbnb.com/users/show/336537667,1.0,414596,?,,,<b>License number</b><br />STR-414596,2020-08-31
1753,43511376,Boston Luxury apartment,85-1,CorpGroup32,Moe,Moe,336537667.0,https://www.airbnb.com/rooms/43511376,https://www.airbnb.com/users/show/336537667,1.0,414596,?,,,"Nestled within Boston’s Emerald Necklace – a cluster of interconnected parks and green space – The apartment is situated steps from the T, access to Longwood Medical Area and destination shops, restaurants, and attractions in Brookline Village.<br /><br /><b>License number</b><br />STR-414596",2020-08-31
1822,43912446,Boston Amazing River View,85-2,CorpGroup32,Moe,Moe,336537667.0,https://www.airbnb.com/rooms/43912446,https://www.airbnb.com/users/show/336537667,1.0,414596,?,,,<b>License number</b><br />STR-414596,2020-08-31
1845,43954184,Luxury apartment TD Garden Location,85-6,CorpGroup32,Moe,Moe,336537667.0,https://www.airbnb.com/rooms/43954184,https://www.airbnb.com/users/show/336537667,3.0,414596,?,,,<b>License number</b><br />STR-414596,2020-08-31
1883,44148260,Boston Amazing Location,85-1,CorpGroup32,Moe,Moe,336537667.0,https://www.airbnb.com/rooms/44148260,https://www.airbnb.com/users/show/336537667,1.0,414596,?,,,"This exclusive community boasts a variety of on-site amenities, bike & fitness trails, and a private swimming pool. Equally as attractive as its surroundings, our apartments come equipped with oversized windows offering breathtaking views, high ceilings, spacious floor plans, and some of the most well-designed living spaces in Boston. Servicing Boston hospital patients including Boston Children’s Hospital.<br /><br /><b>License number</b><br />STR-414596",2020-09-01
1884,44177744,Boston Luxury 1 bedroom apartment,85-2,CorpGroup32,Moe,Moe,336537667.0,https://www.airbnb.com/rooms/44177744,https://www.airbnb.com/users/show/336537667,1.0,414596,?,,,<b>License number</b><br />STR-414596,2020-08-31
1885,44180546,Boston Luxury apartment,85-5,CorpGroup32,Moe,Moe,336537667.0,https://www.airbnb.com/rooms/44180546,https://www.airbnb.com/users/show/336537667,1.0,414746,?,,,<b>License number</b><br />STR-414746,2020-08-31
1886,44180612,Boston amazing location 2 bedrooms apartment,85-4,CorpGroup32,Moe,Moe,336537667.0,https://www.airbnb.com/rooms/44180612,https://www.airbnb.com/users/show/336537667,1.0,414673,?,,,<b>License number</b><br />STR-414673,2020-08-31
1930,44266984,Boston luxury river view 2 bedrooms apartment,85-3,CorpGroup32,Moe,Moe,336537667.0,https://www.airbnb.com/rooms/44266984,https://www.airbnb.com/users/show/336537667,1.0,414783,Inactive,53 Pleasant ST 13 2 Dorchester MA 02125,,<b>License number</b><br />STR-414783,2020-08-31
