,id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
1661,42465379,Spacious Full Room in North End,122-1,CorpGroup31,June,June,297860058.0,https://www.airbnb.com/rooms/42465379,https://www.airbnb.com/users/show/297860058,30.0,Missing,?,,,"Furnished private room in 4 bedroom, 1 bathroom. Need to move-in within 14 days of first availability. <br /><br />June Homes is a membership-based living brand that provides fully furnished properties in some of the most desirable areas.<br /><br />We have an additional agreement for you to sign saying you will follow house rules.<br /><br /><b>The space</b><br />This furnished 4 bedroom 1 bathroom duplex home is located in the historic North End neighborhood of Boston. The unit raises the standard of living within the celebrated area. Each detail defines a sublime lifestyle in your new Boston home.<br /><br />The entry stairwell is painted a cream-colored with white contrasting molding sets the tone to the well-appointed home. The living three-piece living room is styled with mid-century modern furniture and lighting. The kitchen offers a quaint breakfast nook for two and stainless steel appliances. The bedrooms have styling of their own with contemporary beds and nightstands and bes",2020-09-01
1664,42532596,Spacious Queen Room in Upham's Corner,122-8,CorpGroup31,June,June,297860058.0,https://www.airbnb.com/rooms/42532596,https://www.airbnb.com/users/show/297860058,30.0,Missing,?,,,"Furnished private room in 4 bedroom, 2 bathroom. Need to move-in within 14 days of first availability.<br /><br />June Homes is a membership-based living brand that provides fully furnished properties in some of the most desirable areas.<br /><br />We have an additional agreement for you to sign saying you will follow house rules.<br /><br /><b>The space</b><br />This furnished 4 bedroom 2 bathroom home is located in the newly developing Upham’s Corner neighborhood of Dorchester, MA. The unit raises the standard of living within the growing area. From the newly renovated kitchen and easy access to local shops, each detail defines a sublime lifestyle in your new home. <br />Soft grey colored wall and off-white contrasting moldings greet you as you enter the foyer. The entry corridor leads to the newly renovated kitchen and living area which share an open format room. The bedroom designs all possess designs of their own, showcasing a contemporary styling. The June Homes standard of high-",2020-09-01
1674,42702628,Spacious Queen Room in South Boston,122-7,CorpGroup31,June,June,297860058.0,https://www.airbnb.com/rooms/42702628,https://www.airbnb.com/users/show/297860058,30.0,Missing,?,,,"Furnished private room in 5 bedroom, 2 bathroom. Need to move-in within 14 days of first availability. <br /><br />June Homes is a membership-based living brand that provides fully furnished properties in some of the most desirable areas.<br /><br />We have an additional agreement for you to sign saying you will follow house rules.<br /><br /><b>The space</b><br />This South Boston home offers a perfect place to nest and dream in the heart of one of the most historically-rich pockets of the neighborhood. With generous living spaces and an outdoor entertainment area, your friends are sure to be stopping by with a bottle of red, again and again.<br /> At your doorstep find all the bars, restaurants and local resources you will need to live the good life you’ve been waiting for. The tranquil waters of Pleasure Bay are only a stone’s throw away. Because waking up to a view of the sea is the lifestyle you deserve",2020-09-01
1679,42739841,Spacious Queen Room in JFK/UMass,122-6,CorpGroup31,June,June,297860058.0,https://www.airbnb.com/rooms/42739841,https://www.airbnb.com/users/show/297860058,30.0,Missing,?,,,"Furnished private room in 4 bedroom, 2 bathroom. Need to move-in within 14 days of first availability. <br /><br />June Homes is a membership-based living brand that provides fully furnished properties in some of the most desirable areas.<br /><br />We have an additional agreement for you to sign saying you will follow house rules.<br /><br /><b>The space</b><br />Private room with queen bed in a 4 bedroom, 2 bathroom home. Need to move-in within first 14 days of availablity<br /><br />June Homes provides fully furnished room and apartments in prime locations.<br /><br />You will need to sign a seperate agreement with June Homes to move-in.",2020-09-01
1695,42869298,Spacious Queen Room in JFK/UMass,122-5,CorpGroup31,June,June,297860058.0,https://www.airbnb.com/rooms/42869298,https://www.airbnb.com/users/show/297860058,30.0,Missing,?,,,"Furnished private room in 3 bedroom, 1 bathroom. Need to move-in within 14 days of first availability. <br /><br />June Homes is a membership-based living brand that provides fully furnished properties in some of the most desirable areas.<br /><br />We have an additional agreement for you to sign saying you will follow house rules.<br /><br /><b>The space</b><br />Enjoy modern, spacious long-term or short-term living in the heart of South Boston. Feel instantly at home in this 3-bedroom house featuring a wide open living room just begging to host your next game night. Sleek, subdued hues find form alongside modern fixtures and finishings to create a space that you’ll always want to be in. Your close friends, too. Available furnished or unfurnished. It's your home, your choice.<br /><br />Step outside your door and find yourself in one of the city’s most evolving residential neighborhoods. Experience the influence of Irish-American heritage with old-school diners, gastropubs and Irish t",2020-09-01
1710,42980610,Spacious Queen Room in  South Boston,122-4,CorpGroup31,June,June,297860058.0,https://www.airbnb.com/rooms/42980610,https://www.airbnb.com/users/show/297860058,30.0,Missing,?,,,"Private room with queen bed in a 5 bedroom, 3 bathroom home. Need to move-in within first 14 days of availability<br /><br />June Homes provides fully furnished room and apartments in prime locations.<br /><br />You will need to sign a membership agreement with June Homes.<br /><br /><b>The space</b><br />A place you’ll want to stay for a long time, or a little – as a long-term or short-term rental. This South Boston home offers a perfect place to rest and revive after a day of exploring one of the most historically-rich pockets of the neighborhood. With generous living spaces (furnished or unfurnished) and an outdoor entertainment area, be sure to pack that cookbook you’ve never opened: we see entertaining in your future. <br /><br />When you're looking for it, step outside into one of Boston's most historically-rich neighborhoods and find yourself on a charming, tree-filled street, close to the bustling Dorchester shopping strip with all the bars and restaurants you need to feel at h",2020-09-01
1712,42993225,Spacious Queen Room in Upham's Corner,122-3,CorpGroup31,June,June,297860058.0,https://www.airbnb.com/rooms/42993225,https://www.airbnb.com/users/show/297860058,30.0,Missing,?,,,"Take a comprehensive 3D virtual tour of this property from the comfort of your couch with our caring and attentive agents today.<br /><br />Private room with queen bed in a 4 bedroom, 2 bathroom home. Need to move-in within first 14 days of availability<br /><br />June Homes provides fully furnished room and apartments in prime locations.<br /><br />You will need to sign a membership agreement with June Homes.<br /><br /><b>The space</b><br />This furnished 4 bedroom 2 bathroom home is located in the newly developing Upham’s Corner neighborhood of Dorchester, MA. The unit raises the standard of living within the growing area. From the newly renovated kitchen and easy access to local shops, each detail defines a sublime lifestyle in your new home.<br />Soft grey colored wall and off-white contrasting moldings greet you as you enter the foyer. The entry corridor leads to the newly renovated kitchen and living area which share an open format room. The eclectically designed living room mix",2020-09-01
1725,43137840,Spacious Twin Room in North End,122-1,CorpGroup31,June,June,297860058.0,https://www.airbnb.com/rooms/43137840,https://www.airbnb.com/users/show/297860058,30.0,Missing,?,,,"Private room with twin bed in a 4 bedroom, 1 bathroom home. Need to move-in within first 14 days of availability<br /><br />June Homes provides fully furnished room and apartments in prime locations.<br /><br />You will need to sign a membership agreement with June Homes.<br /><br /><b>The space</b><br />This furnished 4 bedroom 1 bathroom duplex home is located in the historic North End neighborhood of Boston. The unit raises the standard of living within the celebrated area. Each detail defines a sublime lifestyle in your new Boston home.<br /><br />The entry stairwell is painted a cream-colored with white contrasting molding sets the tone to the well-appointed home. The living three-piece living room is styled with mid-century modern furniture and lighting. The kitchen offers a quaint breakfast nook for two and stainless steel appliances. The bedrooms have styling of their own with contemporary beds and nightstands and bespoke art. The June Homes standard of high-quality furnishings",2020-09-01
1726,43176358,Spacious Full Room in North End,122-1,CorpGroup31,June,June,297860058.0,https://www.airbnb.com/rooms/43176358,https://www.airbnb.com/users/show/297860058,30.0,Missing,?,,,"Private room with full bed in a 3 bedroom, 1 bathroom home. Need to move-in within first 14 days of availability.<br /><br />June Homes provides fully furnished room and apartments in prime locations.<br /><br />You will need to sign a membership agreement with June Homes.<br /><br /><b>The space</b><br />This chic 3 bedroom - 1 bathroom home has been creatively styled by our professional design team, and has everything you need to truly relax . Located conveniently in Boston’s North End, you’re right by tons of restaurants, shops and parks so you’ll never run out of places to explore.<br /><br />The spacious living room includes a breakfast nook with seating for two, a comfy grey sofa, patterned accent rug, hard wood floors, and a Smart TV for all your home entertainment needs. The kitchen and bathroom have both been newly renovated with white cabinets and fresh tile respectively.",2020-09-01
1924,44240170,Spacious Full Room in South Boston,122-2,CorpGroup31,June,June,297860058.0,https://www.airbnb.com/rooms/44240170,https://www.airbnb.com/users/show/297860058,91.0,Missing,?,,,"Private room with full bed in a 4 bedroom, 1.5 bathroom home. Need to move-in within first 14 days of availability.<br /><br />June Homes provides fully furnished room and apartments in prime locations.<br /><br />You will need to sign a membership agreement with June Homes.<br /><br /><b>The space</b><br />You can find this modern home nestled in South Boston - just blocks away from Old Harbor. The residence provides a focused design with modern paint finishes mixed with large geometric prints and brushstroke art. Every piece of decor has been hand-selected for this property lending a hotel-like feel right at home. <br /><br />You enter the unit through a long corridor which separates the kitchen and living room while the bedrooms that are in the front. The kitchen has been fully renovated with new appliances and has a breakfast nook for two. The living room and kitchen share a room and allow for compartmentalized privacy between the two wings of the home. Towards the entrance, you’ll",2020-09-01
