id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,cluster,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
20445979,https://www.airbnb.com/rooms/20445979,Near Silver Line easy 2 Cambridge/Downtown/LMA/BMC,145930475,https://www.airbnb.com/users/show/145930475,Huggy,,Roxbury,2020-09-01,,42.32652,-71.0799,Private room in apartment,Private room,1,1.0,1.0,35.0,91,999,91.0,t,30,60,90,365,4,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,0.0,74-1,88.79686238366564,,,#FF9800,
20687802,https://www.airbnb.com/rooms/20687802,"Close to BMC, LMA, Northesatern Renovated House 24",145930475,https://www.airbnb.com/users/show/145930475,Huggy,,Roxbury,2020-09-01,,42.3273,-71.07918000000002,Private room in apartment,Private room,1,1.0,1.0,35.0,91,999,91.0,t,30,60,90,365,8,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,0.0,74-1,264.9243271514193,,,#FF9800,
21253564,https://www.airbnb.com/rooms/21253564,Easy to Downtown/Longwood/Cambridge/BMC Sunny,145930475,https://www.airbnb.com/users/show/145930475,Huggy,,Roxbury,2020-09-01,,42.32591,-71.07934,Private room in apartment,Private room,1,1.0,1.0,35.0,91,1000,91.0,t,30,60,90,365,4,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,0.0,74-1,281.1053280279678,,,#FF9800,
21597878,https://www.airbnb.com/rooms/21597878,Large & Sunny Room near Dudley Station/Silver Line,145930475,https://www.airbnb.com/users/show/145930475,Huggy,,Roxbury,2020-09-01,,42.32707,-71.07964,Private room in apartment,Private room,1,1.0,1.0,35.0,91,365,91.0,t,30,60,90,365,3,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,0.0,74-1,152.3950550462063,,,#FF9800,
23251910,https://www.airbnb.com/rooms/23251910,Sunny Clean near Silver Line easy to LMA/BMC,145930475,https://www.airbnb.com/users/show/145930475,Huggy,,Roxbury,2020-09-01,,42.32646,-71.08006,Private room in apartment,Private room,1,1.0,1.0,35.0,91,1095,91.0,t,30,60,90,365,1,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,0.0,74-1,137.10489013807157,,,#FF9800,
