id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
33446838,Private room 2nd Floor,83-1,22402141,Mirian,,,https://www.airbnb.com/rooms/33446838,https://www.airbnb.com/users/show/22402141,100.0,Missing,,,Safe; no Crime; Great professional families,"3 min walk to the T Blue Line Orient Heights 3 stops to the airport ; a few stops away from downtown Boston! This beautiful big and quiet house has a furnished room available: Queen bed, large closet, desk, and private porch.<br /><br /><b>The space</b><br />Gorgeous Big House that has  Private Room 1 person per room<br /><br />Kitchen, Laundry, free parking off the street<br /><br />Respect; clean<br /><br />5 minute walk to Blue Line T stop and 7 minute ride to Logan Airport<br /><br />You will share the house with 3 busy professionals<br /><br /><b>Guest access</b><br />Living room  kitchen; wi fi<br /><br /><b>Other things to note</b><br />You will share the house with 3 busy professional",2020-09-01
