id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,cluster,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
39098616,https://www.airbnb.com/rooms/39098616,The Biltmore 1 OrangeLine | 3BR 2B | Forest Hills and Faulkner on OrangeLine!,CorpGroup11,https://www.airbnb.com/users/show/71783,Lance,"Boston, Massachusetts, United States",Jamaica Plain,2020-08-31,,42.31321,-71.10815,Entire condominium,Entire home/apt,6,3.0,4.0,155.0,30,1125,30.0,t,1,1,1,1,0,Missing,f,Lance,71783.0,No license claimed,,,,,,No license claimed,No license claimed,,5.0,11-6,0.0,,,#FF9800,
40756256,https://www.airbnb.com/rooms/40756256,The Biltmore Bedroom A OrangeLine | Queen Bedroom with SmartTv | Forest Hills and Faulkner on OrangeLine!,CorpGroup11,https://www.airbnb.com/users/show/71783,Lance,,Jamaica Plain,2020-08-31,,42.31321,-71.10815,Private room in condominium,Private room,2,1.0,1.0,46.0,30,1125,30.0,t,1,1,1,1,1,Missing,f,Lance,71783.0,No license claimed,,,,,,No license claimed,No license claimed,,5.0,11-6,0.0,,,#FF9800,
40779678,https://www.airbnb.com/rooms/40779678,The Biltmore Bedroom B OrangeLine | Queen Bedroom with SmartTv | Whole Foods and Faulkner on OrangeLine!,CorpGroup11,https://www.airbnb.com/users/show/71783,Lance,,Jamaica Plain,2020-08-31,,42.31321,-71.10815,Private room in condominium,Private room,2,1.0,1.0,52.0,30,1125,30.0,t,1,1,1,21,0,Missing,f,Lance,71783.0,No license claimed,,,,,,No license claimed,No license claimed,,5.0,11-6,0.0,,,#FF9800,
