id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,cluster,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
43637777,https://www.airbnb.com/rooms/43637777,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",South Boston Waterfront,2020-09-01,,42.34352,-71.05568000000002,Private room in apartment,Private room,2,1.0,1.0,90.0,28,1125,28.0,t,26,56,86,269,1,Missing,f,Thatch,814298.0,No license claimed,,,,,,No license claimed,No license claimed,,8.0,3-13,87.68587724767464,,,#FF9800,
43638802,https://www.airbnb.com/rooms/43638802,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",South Boston,2020-09-01,,42.34313,-71.05606,Private room in apartment,Private room,2,1.0,1.0,90.0,28,1125,28.0,t,0,0,0,160,0,Missing,f,Thatch,814298.0,No license claimed,,,,,,No license claimed,No license claimed,,8.0,3-13,87.68596827286294,,,#FF9800,
