,id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
2095,45139099,Upscale South End 1BR | Kitchen + Washer/Dryer|GLS,2-3,CorpGroup2,Churchill,Global Luxury Suites,30283594.0,https://www.airbnb.com/rooms/45139099,https://www.airbnb.com/users/show/30283594,29.0,Missing,?,,,"Experience South End, your new Home away from Home. <br />Offering high-end apartments with creative amenity spaces, open floor plans and furnished space, featuring a fully equipped kitchen, full windows and more. <br />Amenities include: <br />•	Fully furnished w/ premium bedding<br />•	Full kitchen w/ Stainless Steel Appliances <br />•	Work Desk + Wi-Fi<br />•	In-unit Washer/Dryer<br />•	Rooftop pool & Garden <br />•	24 Hour Fitness Center<br />•	On site retail & dining <br />•	Immediate access to Orange, Red, and Silver MBTA lines",2020-08-31
2096,45139950,Spacious South End 2BR | Kitchen | Work Desk | GLS,2-3,CorpGroup2,Churchill,Global Luxury Suites,30283594.0,https://www.airbnb.com/rooms/45139950,https://www.airbnb.com/users/show/30283594,29.0,Missing,?,,,"Experience South End, your new Home away from Home. <br />Offering high-end apartments with creative amenity spaces, open floor plans and furnished space, featuring a fully equipped kitchen, full windows and more. <br />Amenities include: <br />•	Fully furnished w/ premium bedding<br />•	Full kitchen w/ Stainless Steel Appliances <br />•	Work Desk + Wi-Fi<br />•	In-unit Washer/Dryer<br />•	Rooftop pool & Garden <br />•	24 Hour Fitness Center<br />•	On site retail & dining <br />•	Immediate access to Orange, Red, and Silver MBTA lines",2020-08-31
2097,45140367,Chic 3 Bedroom in South End | Kitchen | W/D | GLS,2-3,CorpGroup2,Churchill,Global Luxury Suites,30283594.0,https://www.airbnb.com/rooms/45140367,https://www.airbnb.com/users/show/30283594,29.0,Missing,?,,,"Experience South End, your new Home away from Home. <br />Offering high-end apartments with creative amenity spaces, open floor plans and furnished space, featuring a fully equipped kitchen, full windows and more. <br />Amenities include: <br />•	Fully furnished w/ premium bedding<br />•	Full kitchen w/ Stainless Steel Appliances <br />•	Work Desk + Wi-Fi<br />•	In-unit Washer/Dryer<br />•	Rooftop pool & Garden <br />•	24 Hour Fitness Center<br />•	On site retail & dining <br />•	Immediate access to Orange, Red, and Silver MBTA lines",2020-08-31
2098,45141028,Stylish 2BR Apt ! Pool & Gym | Boston | Ink Block,2-3,CorpGroup2,Churchill,Mike,9419684.0,https://www.airbnb.com/rooms/45141028,https://www.airbnb.com/users/show/9419684,28.0,Missing,?,,,"Experience South End, your new Home away from Home. <br />Offering high-end apartments with fun and creative amenity spaces. Offering an open floor plan and furnished space, and features a fully equipped kitchen, Floor to Ceiling windows and more.<br /><br /><b>The space</b><br />Apartment & Building Amenities include: <br /><br />•	Fully furnished w/ premium bedding<br />•	Full kitchen w/ Stainless Steel Appliances <br />•	Work Desk + Wi-Fi<br />•	In-unit Washer/Dryer<br />•	Rooftop pool & Garden <br />•	24 Hour Fitness Center<br />•	On site retail & dining <br />•	Immediate access to Orange, Red, and Silver MBTA lines<br /><br />At Churchill Living, your wellbeing is our top priority, therefore, we are following the CDC guidelines to ensure your safety. All apartments are thoroughly cleaned after each resident has checked out and before another guest checks in. All linens are changed and surfaces are sanitized (handles, windows, appliances, countertops, furniture, etc.). In addition,",2020-08-31
2099,45141056,Modern 1BR Apt | Pool & Gym | Near Hospitals,2-3,CorpGroup2,Churchill,Mike,9419684.0,https://www.airbnb.com/rooms/45141056,https://www.airbnb.com/users/show/9419684,28.0,Missing,?,,,"Experience South End, your new Home away from Home. <br />Offering high-end apartments with fun and creative amenity spaces. Offering an open floor plan and furnished space, and features a fully equipped kitchen, Floor to Ceiling windows and more.<br /><br /><b>The space</b><br />Apartment & Building Amenities include: <br /><br />•	Fully furnished w/ premium bedding<br />•	Full kitchen w/ Stainless Steel Appliances <br />•	Work Desk + Wi-Fi<br />•	In-unit Washer/Dryer<br />•	Rooftop pool & Garden <br />•	24 Hour Fitness Center<br />•	On site retail & dining <br />•	Immediate access to Orange, Red, and Silver MBTA lines<br /><br />At Churchill Living, your wellbeing is our top priority, therefore, we are following the CDC guidelines to ensure your safety. All apartments are thoroughly cleaned after each resident has checked out and before another guest checks in. All linens are changed and surfaces are sanitized (handles, windows, appliances, countertops, furniture, etc.). In addition,",2020-08-31
2100,45141060,Super Spacious 3BR Apt | Pool | Close to Hospitals,2-3,CorpGroup2,Churchill,Mike,9419684.0,https://www.airbnb.com/rooms/45141060,https://www.airbnb.com/users/show/9419684,28.0,Missing,?,,,"Experience South End, your new Home away from Home. <br />Offering high-end apartments with fun and creative amenity spaces. Offering an open floor plan and furnished space, and features a fully equipped kitchen, Floor to Ceiling windows and more.<br /><br /><b>The space</b><br />Apartment & Building Amenities include: <br /><br />•	Fully furnished w/ premium bedding<br />•	Full kitchen w/ Stainless Steel Appliances <br />•	Work Desk + Wi-Fi<br />•	In-unit Washer/Dryer<br />•	Rooftop pool & Garden <br />•	24 Hour Fitness Center<br />•	On site retail & dining <br />•	Immediate access to Orange, Red, and Silver MBTA lines<br /><br />At Churchill Living, your wellbeing is our top priority, therefore, we are following the CDC guidelines to ensure your safety. All apartments are thoroughly cleaned after each resident has checked out and before another guest checks in. All linens are changed and surfaces are sanitized (handles, windows, appliances, countertops, furniture, etc.). In addition,",2020-08-31
