id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,cluster,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
11759332,https://www.airbnb.com/rooms/11759332,Pleasant & Lovely Room Near T!,16186589,https://www.airbnb.com/users/show/16186589,Marie,"Boston, Massachusetts, United States",Dorchester,2020-09-01,,42.29073,-71.06456,Private room in apartment,Private room,1,1.0,1.0,37.0,30,1124,30.0,t,24,54,84,359,9,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,3.0,16-4,256.37957326476885,,,#FF9800,
21141934,https://www.airbnb.com/rooms/21141934,Quick Steps to the Red Line!,16186589,https://www.airbnb.com/users/show/16186589,Marie,"Boston, Massachusetts, United States",Dorchester,2020-09-01,,42.29107,-71.06541999999997,Private room in apartment,Private room,1,1.0,1.0,37.0,30,1125,30.0,t,24,54,84,359,4,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,3.0,16-4,45.05126001778594,,,#FF9800,
21789235,https://www.airbnb.com/rooms/21789235,Ideal 3 BDR to stay by the Red Line!,16186589,https://www.airbnb.com/users/show/16186589,Marie,"Boston, Massachusetts, United States",Dorchester,2020-09-01,,42.29105,-71.0664,Entire apartment,Entire home/apt,3,3.0,3.0,109.0,30,1125,30.0,t,24,54,84,359,0,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,3.0,16-4,256.9410266779764,,,#FF9800,
