id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
44180546,Boston Luxury apartment,117-9,CorpGroup32,Moe,Moe,336537667.0,https://www.airbnb.com/rooms/44180546,https://www.airbnb.com/users/show/336537667,1.0,414746,Not found (fabricated),165 Tremont ST 03 401 Boston MA 02111,,<b>License number</b><br />STR-414746,2020-08-31
