,id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
1088,33352469,ONE BEDROOM SUITE,15-1,CorpGroup26,Boston Park Plaza,Boston Park Plaza,243931054.0,https://www.airbnb.com/rooms/33352469,https://www.airbnb.com/users/show/243931054,1.0,Exemption: hotel/motel,?,,"Boston Park Plaza is conveniently located in Boston’s Back Bay Neighborhood. Conveniently located to all the attractions of Boston there is always something to do. Ask one of our Concierges about the top 10 things to do in Boston, and discover the wealth of activities for visitors of all ages and interests. Those visiting Boston often begin by taking an Old-Town Trolley Tour. This hop-on-hop-off bus tour travels throughout our storied city, offering guests the opportunity to stop in Beacon Hill, Fenway Park, Harvard University, along the Seaport or elsewhere in our city. It’s a great way to take in the scope of our city, while exploring as much as you wish. Boston transportation is visitor-friendly. Buses, water ferries and the subway, known as the T, make it easy, quick and affordable to visit various parts of the city. Buses and the subway are steps from the front door of the Boston Park Plaza. For information on tickets, visit our Concierge in the lobby.","As one of the best Boston hotels downtown, our location offers exceptional convenience, while our accommodations provide elegantly minimal and sleek designs and extensive amenities.<br /><br />Facilities Fees ($28.74/night) to be collected upon arrival. A refundable Security Deposit ($58/night) will also be collected. Photo ID required at check in for all reservations.<br /><br /><b>The space</b><br />Private Room<br /><br />With a spacious bedroom and comfortable sitting area, our refined One Bedroom Suites offer a full bathroom and a leather sofa featuring a queen-sized pull-out bed. The sumptuous bedding includes a Serta mattress, with luxurious sheets and plush pillows from Sahara Nights. With 530 sq. ft. of space, the bright and light suites have the welcoming feel of home. The fresh interiors of these newly updated suites blend New England-inspired design and modern furnishings with the timeless elegance of one of the most beloved and top hotels in Boston.<br /><br />2 -47"" inter",2020-08-31
1089,33352470,PRESIDENTIAL SUITE,15-1,CorpGroup26,Boston Park Plaza,Boston Park Plaza,243931054.0,https://www.airbnb.com/rooms/33352470,https://www.airbnb.com/users/show/243931054,1.0,Exemption: hotel/motel,?,,,"The pinnacle of luxury hotels, Boston Park Plaza’s Presidential Suite comprises superlative style, service and spaciousness. With our exceptionally convenient location, we are one of the finest hotels Boston Back Bay area offers.<br /><br />Facilities Fees ($28.74/night) to be collected upon arrival. A refundable Security Deposit ($500/night) will also be collected. Photo ID required at check in for all reservations.<br /><br /><b>The space</b><br />Private Room<br /><br /><b>Guest access</b><br />The stylish Presidential Suite is a sophisticated pied-a-terre, unique within downtown Boston. With a beautiful living area, replete with exquisite furnishings, a full bar and sophisticated AV system, the suite reflects a luxurious New England flair. The master bedroom is handsome with custom millwork cabinetry and the master bathroom has a deep soaking tub and glass shower. The sumputous bedding includes a Serta mattress, with luxurious sheets and plush pillows from Sahara Nights.<br /><br /",2020-08-31
1091,33352473,DELUXE ROOM,15-1,CorpGroup26,Boston Park Plaza,Boston Park Plaza,243931054.0,https://www.airbnb.com/rooms/33352473,https://www.airbnb.com/users/show/243931054,1.0,Exemption: hotel/motel,?,,"Boston Park Plaza is conveniently located in Boston’s Back Bay Neighborhood. Conveniently located to all the attractions of Boston there is always something to do. Ask one of our Concierges about the top 10 things to do in Boston, and discover the wealth of activities for visitors of all ages and interests. Those visiting Boston often begin by taking an Old-Town Trolley Tour. This hop-on-hop-off bus tour travels throughout our storied city, offering guests the opportunity to stop in Beacon Hill, Fenway Park, Harvard University, along the Seaport or elsewhere in our city. It’s a great way to take in the scope of our city, while exploring as much as you wish. Boston transportation is visitor-friendly. Buses, water ferries and the subway, known as the T, make it easy, quick and affordable to visit various parts of the city. Buses and the subway are steps from the front door of the Boston Park Plaza. For information on tickets, visit our Concierge in the lobby.",Our Deluxe Room allow you to treat yourself to one of the most spacious options in Boston lodging. These recently redesigned and stylish accommodations provide a rare blend of contemporary design and comfortable elegance in a timeless Boston MA hotel.<br /><br />Facilities Fees ($28.74/night) to be collected upon arrival. A refundable Security Deposit ($58/night) will also be collected. Photo ID required at check in for all reservations.<br /><br /><b>The space</b><br />Private Room<br /><br />Our Deluxe Room allow you to treat yourself to one of the most spacious options in Boston lodging. These recently redesigned and stylish accommodations provide a rare blend of contemporary design and comfortable elegance in a timeless Boston MA hotel.<br />Facilities Fees ($28.74/night) to be collected upon arrival. A refundable Security Deposit ($58/night) will also be collected. Photo ID required at check in for all reservations.<br /><br />Our Deluxe Room offers several special features:<br />,2020-08-31
1092,33352475,STUDIO SUITE,15-1,CorpGroup26,Boston Park Plaza,Boston Park Plaza,243931054.0,https://www.airbnb.com/rooms/33352475,https://www.airbnb.com/users/show/243931054,1.0,Exemption: hotel/motel,?,,"Boston Park Plaza is conveniently located in Boston’s Back Bay Neighborhood. Conveniently located to all the attractions of Boston there is always something to do. Ask one of our Concierges about the top 10 things to do in Boston, and discover the wealth of activities for visitors of all ages and interests. Those visiting Boston often begin by taking an Old-Town Trolley Tour. This hop-on-hop-off bus tour travels throughout our storied city, offering guests the opportunity to stop in Beacon Hill, Fenway Park, Harvard University, along the Seaport or elsewhere in our city. It’s a great way to take in the scope of our city, while exploring as much as you wish. Boston transportation is visitor-friendly. Buses, water ferries and the subway, known as the T, make it easy, quick and affordable to visit various parts of the city. Buses and the subway are steps from the front door of the Boston Park Plaza. For information on tickets, visit our Concierge in the lobby.","If you’re looking for spacious accommodations in Boston Common hotels, you will enjoy our Studio Suites. These bright suites, all with city views, offer a comfortable living space with a leather sofa, queen-sized pull-out bed, and an arm chair. The sumptuous bedding includes a Serta mattress, with luxurious sheets and plush pillows from Sahara Nights.<br /><br />Facilities Fees ($28.74/night) to be collected upon arrival. A refundable Security Deposit ($58/night) will also be collected. Photo ID required.<br /><br /><b>The space</b><br />Private Room<br /><br />The newly updated rooms, ranging from 350 - 550 sq. ft., blend contemporary style with thoughtful amenities, all with our dedicated, personalized service. <br /><br />When considering Back Bay hotels, Boston Park Plaza provides an unparalleled location, extensive amenities, spacious accommodations and an elevated level of service that makes us Boston’s Most Beloved.<br /><br /><br />47"" interactive smart TVs with streaming capab",2020-08-31
1093,33352477,GARDEN SUITE,15-1,CorpGroup26,Boston Park Plaza,Boston Park Plaza,243931054.0,https://www.airbnb.com/rooms/33352477,https://www.airbnb.com/users/show/243931054,1.0,Exemption: hotel/motel,?,,,"Step into our Garden Suite and enter 1,400 sq. ft. of exquisitely designed space. This newly renovated suite offers a wealth of thoughtful amenities, as well as private terrace, rare in a luxury hotel in Boston.<br /><br />Facilities Fees ($28.74/night) to be collected upon arrival. A refundable Security Deposit ($500/night) will also be collected. Photo ID required at check in for all reservations.<br /><br /><b>The space</b><br />Private Room<br /><br /><b>Guest access</b><br />The suite’s large foyer provides a welcoming entrance to the captivating one-bedroom accommodations. The Garden Suite has a spacious and separate living area furnished with select, custom-designed pieces, a dining area incorporating a dining table for four, and a pantry kitchen with a stainless steel refrigerator. The richly appointed Master Bedroom has a King-size bed and walk-in shower in the spa-like bathroom. The Garden Suite combines the luxurious amenities of one of the finest hotels in Boston Back Bay w",2020-08-31
1126,34709924,DELUXE TWO QUEENS,15-1,CorpGroup26,Boston Park Plaza,Boston Park Plaza,243931054.0,https://www.airbnb.com/rooms/34709924,https://www.airbnb.com/users/show/243931054,1.0,Exemption: hotel/motel,?,,"Boston Park Plaza is conveniently located in Boston’s Back Bay Neighborhood. Conveniently located to all the attractions of Boston there is always something to do. Ask one of our Concierges about the top 10 things to do in Boston, and discover the wealth of activities for visitors of all ages and interests. Those visiting Boston often begin by taking an Old-Town Trolley Tour. This hop-on-hop-off bus tour travels throughout our storied city, offering guests the opportunity to stop in Beacon Hill, Fenway Park, Harvard University, along the Seaport or elsewhere in our city. It’s a great way to take in the scope of our city, while exploring as much as you wish. Boston transportation is visitor-friendly. Buses, water ferries and the subway, known as the T, make it easy, quick and affordable to visit various parts of the city. Buses and the subway are steps from the front door of the Boston Park Plaza. For information on tickets, visit our Concierge in the lobby.",Our Deluxe 2 Queen room allows you to treat yourself to one of the most spacious options in Boston lodging. These recently redesigned and stylish accommodations provide a rare blend of contemporary design and comfortable elegance in a timeless Boston MA hotel.<br /><br />Facilities Fees ($28.74/night) to be collected upon arrival. A refundable Security Deposit ($58/night) will also be collected. Photo ID required at check in for all reservations.<br /><br /><b>The space</b><br />Private Room<br />Our Deluxe 2 Queen room allows you to treat yourself to one of the most spacious options in Boston lodging. These recently redesigned and stylish accommodations provide a rare blend of contemporary design and comfortable elegance in a timeless Boston MA hotel.Our Deluxe Two Queens room features:<br /><br />Two Queen Beds<br />Full-sized closet<br />Premium Bedding with Plush King-Sized Pillows<br />In-room refrigerator<br />230 - 280 sq. ft. of space<br /><br /><b>Guest access</b><br />Guests ,2020-08-31
1169,35682239,Superior King Hear/Wheelchair Access R/I Shower TT,15-1,CorpGroup26,Boston Park Plaza,Boston Park Plaza,243931054.0,https://www.airbnb.com/rooms/35682239,https://www.airbnb.com/users/show/243931054,1.0,Exemption: hotel/motel,?,,"Boston Park Plaza is conveniently located in Boston’s Back Bay Neighborhood. Conveniently located to all the attractions of Boston there is always something to do. Ask one of our Concierges about the top 10 things to do in Boston, and discover the wealth of activities for visitors of all ages and interests. Those visiting Boston often begin by taking an Old-Town Trolley Tour. This hop-on-hop-off bus tour travels throughout our storied city, offering guests the opportunity to stop in Beacon Hill, Fenway Park, Harvard University, along the Seaport or elsewhere in our city. It’s a great way to take in the scope of our city, while exploring as much as you wish. Boston transportation is visitor-friendly. Buses, water ferries and the subway, known as the T, make it easy, quick and affordable to visit various parts of the city. Buses and the subway are steps from the front door of the Boston Park Plaza. For information on tickets, visit our Concierge in the lobby.","Our Superior ADA-accessible rooms feature a smart design that make them the perfect urban oasis. Thoughtful furnishings enhance our Superior Rooms, making them ideal for extended business or leisure stays. With a contemporary feel and updated fixtures and features, our rooms offer elegant style. Facilities Fees ($28.74/night) to be collected upon arrival. A refundable Security Deposit ($58/night) will also be collected. Photo ID required at check in for all reservations.<br /><br /><b>The space</b><br />Private Room<br /><br />Our Superior ADA-accessible rooms feature a smart design that make them the perfect urban oasis. Thoughtful furnishings enhance our Superior Rooms, making them ideal for extended business or leisure stays. With a contemporary feel and updated fixtures and features, our rooms offer elegant style. Facilities Fees ($28.74/night) to be collected upon arrival. A refundable Security Deposit ($58/night) will also be collected. Photo ID required at check in for all reser",2020-09-01
1170,35682265,Superior 2 Doubles Hearing/Wheelchair ADA w/Tub TT,15-1,CorpGroup26,Boston Park Plaza,Boston Park Plaza,243931054.0,https://www.airbnb.com/rooms/35682265,https://www.airbnb.com/users/show/243931054,1.0,Exemption: hotel/motel,?,,"Boston Park Plaza is conveniently located in Boston’s Back Bay Neighborhood. Conveniently located to all the attractions of Boston there is always something to do. Ask one of our Concierges about the top 10 things to do in Boston, and discover the wealth of activities for visitors of all ages and interests. Those visiting Boston often begin by taking an Old-Town Trolley Tour. This hop-on-hop-off bus tour travels throughout our storied city, offering guests the opportunity to stop in Beacon Hill, Fenway Park, Harvard University, along the Seaport or elsewhere in our city. It’s a great way to take in the scope of our city, while exploring as much as you wish. Boston transportation is visitor-friendly. Buses, water ferries and the subway, known as the T, make it easy, quick and affordable to visit various parts of the city. Buses and the subway are steps from the front door of the Boston Park Plaza. For information on tickets, visit our Concierge in the lobby.","Our Superior ADA-accessible rooms feature a smart design that make them the perfect urban oasis. Thoughtful furnishings enhance our Superior Rooms, making them ideal for extended business or leisure stays. With a contemporary feel and updated fixtures and features, our rooms offer elegant style. Facilities Fees ($28.74/night) to be collected upon arrival. A refundable Security Deposit ($58/night) will also be collected. Photo ID required at check in for all reservations.<br /><br /><b>The space</b><br />Private Room<br /><br />Our Superior ADA-accessible rooms feature a smart design that make them the perfect urban oasis. Thoughtful furnishings enhance our Superior Rooms, making them ideal for extended business or leisure stays. With a contemporary feel and updated fixtures and features, our rooms offer elegant style. <br /><br /><br />47"" interactive smart TVs with streaming capabilities from all your personal devices<br />100% black-out shades<br />In-room laptop size safes<br />Two ",2020-08-31
1171,35682280,Superior King Hearing/Wheelchair ADA w/ Tub TT,15-1,CorpGroup26,Boston Park Plaza,Boston Park Plaza,243931054.0,https://www.airbnb.com/rooms/35682280,https://www.airbnb.com/users/show/243931054,1.0,Exemption: hotel/motel,?,,"Boston Park Plaza is conveniently located in Boston’s Back Bay Neighborhood. Conveniently located to all the attractions of Boston there is always something to do. Ask one of our Concierges about the top 10 things to do in Boston, and discover the wealth of activities for visitors of all ages and interests. Those visiting Boston often begin by taking an Old-Town Trolley Tour. This hop-on-hop-off bus tour travels throughout our storied city, offering guests the opportunity to stop in Beacon Hill, Fenway Park, Harvard University, along the Seaport or elsewhere in our city. It’s a great way to take in the scope of our city, while exploring as much as you wish. Boston transportation is visitor-friendly. Buses, water ferries and the subway, known as the T, make it easy, quick and affordable to visit various parts of the city. Buses and the subway are steps from the front door of the Boston Park Plaza. For information on tickets, visit our Concierge in the lobby.","Our Superior ADA-accessible rooms feature a smart design that make them the perfect urban oasis. Thoughtful furnishings enhance our Superior Rooms, making them ideal for extended business or leisure stays. With a contemporary feel and updated fixtures and features, our rooms offer elegant style. Facilities Fees ($28.74/night) to be collected upon arrival. A refundable Security Deposit ($58/night) will also be collected. Photo ID required at check in for all reservations.<br /><br /><b>The space</b><br />Private Room<br /><br />Our Superior ADA-accessible rooms feature a smart design that make them the perfect urban oasis. Thoughtful furnishings enhance our Superior Rooms, making them ideal for extended business or leisure stays. With a contemporary feel and updated fixtures and features, our rooms offer elegant style. Facilities Fees ($28.74/night) to be collected upon arrival. A refundable Security Deposit ($58/night) will also be collected. Photo ID required at check in for all reser",2020-08-31
1172,35682301,2 Doubles Hearing/Wheelchair ADA with Roll-in TT,15-1,CorpGroup26,Boston Park Plaza,Boston Park Plaza,243931054.0,https://www.airbnb.com/rooms/35682301,https://www.airbnb.com/users/show/243931054,1.0,Exemption: hotel/motel,?,,"Boston Park Plaza is conveniently located in Boston’s Back Bay Neighborhood. Conveniently located to all the attractions of Boston there is always something to do. Ask one of our Concierges about the top 10 things to do in Boston, and discover the wealth of activities for visitors of all ages and interests. Those visiting Boston often begin by taking an Old-Town Trolley Tour. This hop-on-hop-off bus tour travels throughout our storied city, offering guests the opportunity to stop in Beacon Hill, Fenway Park, Harvard University, along the Seaport or elsewhere in our city. It’s a great way to take in the scope of our city, while exploring as much as you wish. Boston transportation is visitor-friendly. Buses, water ferries and the subway, known as the T, make it easy, quick and affordable to visit various parts of the city. Buses and the subway are steps from the front door of the Boston Park Plaza. For information on tickets, visit our Concierge in the lobby.","When looking for spacious options in hotels around Boston, consider our Superior Room. Accommodations feature smart, contemporary design elements, making them the best place to stay in Boston. The thoughtfully crafted furnishings and inspired interiors of our newly refreshed rooms define our property as one of the best hotels Back Bay Boston offers. Facilities Fees ($28.74/night) to be collected upon arrival. A refundable Security Deposit ($58/night) will also be collected. Photo ID required.<br /><br /><b>The space</b><br />Private Room<br /><br />Our newly renovated Superior Rooms feature smart design elements. Thoughtfully crafted furnishings enhance our Superior Rooms, making them ideal for a couple's leisure stay. Our Superior Rooms offer 180 - 280 sq. ft. of space. ADA Rooms feature bathrooms with Tubs and Grab Bars. Our Superior Room is ideal for the extended business or leisure stay, and includes:<br /><br />47"" interactive smart TVs with streaming capabilities from all your pe",2020-08-31
