id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,cluster,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
33352469,https://www.airbnb.com/rooms/33352469,ONE BEDROOM SUITE,CorpGroup26,https://www.airbnb.com/users/show/243931054,Boston Park Plaza,"BOSTON, Massachusetts, United States",Downtown,2020-08-31,,42.35104000000001,-71.0697,Room in hotel,Hotel room,2,1.0,1.0,323.0,1,1125,1.0,t,28,54,81,224,0,STRLH/STRBB,t,Boston Park Plaza,243931054.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,0.0,27-1,44.61891733906615,27-1-0,17.59365598052099,#9E9E9E,True
33352470,https://www.airbnb.com/rooms/33352470,PRESIDENTIAL SUITE,CorpGroup26,https://www.airbnb.com/users/show/243931054,Boston Park Plaza,,Downtown,2020-08-31,,42.35132,-71.0698,Room in hotel,Hotel room,2,1.0,1.0,971.0,1,1125,1.0,t,0,0,0,2,0,STRLH/STRBB,f,Boston Park Plaza,243931054.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,0.0,27-1,66.92551592537775,27-1-0,87.96826911246225,#9E9E9E,True
33352473,https://www.airbnb.com/rooms/33352473,DELUXE ROOM,CorpGroup26,https://www.airbnb.com/users/show/243931054,Boston Park Plaza,"BOSTON, Massachusetts, United States",Downtown,2020-08-31,,42.35104000000001,-71.0697,Room in hotel,Hotel room,2,1.0,1.0,167.0,1,1125,1.0,t,30,60,87,301,2,STRLH/STRBB,t,Boston Park Plaza,243931054.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,0.0,27-1,44.61891733906615,27-1-0,17.59365598052099,#9E9E9E,True
33352475,https://www.airbnb.com/rooms/33352475,STUDIO SUITE,CorpGroup26,https://www.airbnb.com/users/show/243931054,Boston Park Plaza,"BOSTON, Massachusetts, United States",Downtown,2020-08-31,,42.35104000000001,-71.0697,Room in hotel,Hotel room,2,1.0,1.0,269.0,1,1125,1.0,t,29,59,86,298,1,STRLH/STRBB,t,Boston Park Plaza,243931054.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,0.0,27-1,44.61891733906615,27-1-0,17.59365598052099,#9E9E9E,True
33352477,https://www.airbnb.com/rooms/33352477,GARDEN SUITE,CorpGroup26,https://www.airbnb.com/users/show/243931054,Boston Park Plaza,,Downtown,2020-08-31,,42.35104000000001,-71.0697,Room in hotel,Hotel room,2,1.0,1.0,791.0,1,1125,1.0,t,0,0,0,2,1,STRLH/STRBB,f,Boston Park Plaza,243931054.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,0.0,27-1,44.61891733906615,27-1-0,17.59365598052099,#9E9E9E,True
34709924,https://www.airbnb.com/rooms/34709924,DELUXE TWO QUEENS,CorpGroup26,https://www.airbnb.com/users/show/243931054,Boston Park Plaza,"Boston, Massachusetts, United States",Downtown,2020-08-31,,42.35104000000001,-71.0697,Room in hotel,Hotel room,2,1.0,2.0,175.0,1,1125,1.0,t,30,60,87,297,1,STRLH/STRBB,t,Boston Park Plaza,243931054.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,0.0,27-1,44.61891733906615,27-1-0,17.59365598052099,#9E9E9E,True
35682239,https://www.airbnb.com/rooms/35682239,Superior King Hear/Wheelchair Access R/I Shower TT,CorpGroup26,https://www.airbnb.com/users/show/243931054,Boston Park Plaza,"Boston, Massachusetts, United States",Back Bay,2020-09-01,,42.3503,-71.07033,Room in hotel,Private room,3,1.0,1.0,155.0,1,1125,1.0,t,30,57,84,220,8,STRLH/STRBB,t,Boston Park Plaza,243931054.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,0.0,27-1,336.58523100339403,,,#9E9E9E,True
35682280,https://www.airbnb.com/rooms/35682280,Superior King Hearing/Wheelchair ADA w/ Tub TT,CorpGroup26,https://www.airbnb.com/users/show/243931054,Boston Park Plaza,"Boston, Massachusetts, United States",Downtown,2020-08-31,,42.35191,-71.06899,Room in hotel,Private room,3,1.0,1.0,169.0,1,1125,1.0,t,9,15,36,71,12,STRLH/STRBB,t,Boston Park Plaza,243931054.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,0.0,27-1,357.27993277478737,,,#9E9E9E,True
35682301,https://www.airbnb.com/rooms/35682301,2 Doubles Hearing/Wheelchair ADA with Roll-in TT,CorpGroup26,https://www.airbnb.com/users/show/243931054,Boston Park Plaza,"Boston, Massachusetts, United States",Back Bay,2020-08-31,,42.35027,-71.07056,Room in hotel,Private room,4,1.0,2.0,173.0,1,1125,1.0,t,0,0,24,59,5,STRLH/STRBB,t,Boston Park Plaza,243931054.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,0.0,27-1,376.42262616729636,,,#9E9E9E,True
35682313,https://www.airbnb.com/rooms/35682313,Superior Full Wheelchair ADA w/ Tub TT,CorpGroup26,https://www.airbnb.com/users/show/243931054,Boston Park Plaza,"Boston, Massachusetts, United States",Downtown,2020-08-31,,42.35183,-71.06906,Room in hotel,Private room,3,1.0,1.0,161.0,1,1125,1.0,t,28,57,83,118,5,STRLH/STRBB,t,Boston Park Plaza,243931054.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,0.0,27-1,322.66413709709184,,,#9E9E9E,True
