id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
12901078,Mahar family room,156-2,27871799,Althea,,,https://www.airbnb.com/rooms/12901078,https://www.airbnb.com/users/show/27871799,1.0,415845,Inactive,,"There are several eateries along with bar and grill <br />Just to name a few; Steel and Rye;; Lucy""s ;Pats The Banshee all within walking distance","My place is close to public transport, parks, and the city center. You’ll love my place because of the location and the ambiance. My place is good for couples, solo adventurers, and business travelers. 20 minutes to U Mass Boston, 45 minutes to  Harvard University and 30 minutes to downtown Boston, 15 minutes to Curry College and 15 minutes to The Blue Hills Ski area.<br /><br /><b>License number</b><br />STR-415845",2020-09-01
