,id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
196,7933149,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,10-1,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/7933149,https://www.airbnb.com/users/show/814298,28.0,Exemption: hotel/motel,?,,South Boston,"This Quarters™ room is a unique offering from Short Term Rentals Boston that makes living in the heart of Boston affordable and easy. You have your own private room with a queen bed in a newly renovated building across the street from the Red Line Broadway Stop. The laundry room, kitchen and living room are shared amongst the guests of this building. The Quarters™ are our most popular offering for people who need to be in Boston but don't have the need or budget for a full apartment.<br /><br /><b>The space</b><br />Shared kitchen and living facilities give you access to the comforts of a full apartment without the added cost. The shared bathrooms at Quarters™ are single-occupancy so you never have the awkward situation of actually sharing a bathroom. All areas and rooms have central heating and cooling. WiFi is provided free of charge. The building common spaces are all professionally cleaned regularly so while we ask that everyone play their part in keeping the building neat and clea",2020-09-01
507,19065830,Trendy Flat|Bright + Light Southie| 1BR 1BA #201,10-1,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/19065830,https://www.airbnb.com/users/show/814298,28.0,Exemption: hotel/motel,?,,South Boston,"The Thatch West Broadway Street Apartments were completed in July 2015. Within the building there are three beautiful fully furnished apartments with sleeping capacity for up to 4 people. All units are available for nightly, weekly and monthly rentals. This is a stairs only building, with no elevator or handicap access. For more information about the units, please see the unit descriptions.<br /><br /><b>The space</b><br />The location could not be more perfect with all of South Boston at your doorstep and the wildly popular Seaport District just a short walk away. South Boston, or “Southie” as we call it, is best known for its authentic Boston feel, its proximity to Downtown and it's bar and pub scene, while the Seaport District has quickly become the destination for conferences, restaurants and night-life/entertainment. With the Red Line Subway station right outside the front door you can also access the Downtown/Financial District, Beacon Hill and Cambridge/MIT/Harvard very easily.<",2020-08-31
509,19081087,So Central|Trendy Apt. in Southie 1BR 1BA #301,10-1,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/19081087,https://www.airbnb.com/users/show/814298,28.0,Exemption: hotel/motel,?,,South Boston,"The Thatch West Broadway Street Apartments were completed in July 2015. Within the building there are three beautiful fully furnished apartments with sleeping capacity for up to 4 people. All units are available for nightly, weekly and monthly rentals. This is a stairs only building, with no elevator or handicap access. For more information about the units, please see the unit descriptions.<br /><br /><b>The space</b><br />The location could not be more perfect with all of South Boston at your doorstep and the wildly popular Seaport District just a short walk away. South Boston, or “Southie” as we call it, is best known for its authentic Boston feel, its proximity to Downtown and it's bar and pub scene, while the Seaport District has quickly become the destination for conferences, restaurants and night-life/entertainment. With the Red Line Subway station right outside the front door you can also access the Downtown/Financial District, Beacon Hill and Cambridge/MIT/Harvard very easily.<",2020-08-31
510,19081593,Southie Chill Spot|1 BR 1BA #401,10-1,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/19081593,https://www.airbnb.com/users/show/814298,28.0,Exemption: hotel/motel,?,,South Boston,"The Thatch West Broadway Street Apartments were completed in July 2015. Within the building there are three beautiful fully furnished apartments with sleeping capacity for up to 4 people. All units are available for nightly, weekly and monthly rentals. This is a stairs only building, with no elevator or handicap access. For more information about the units, please see the unit descriptions.<br /><br /><b>The space</b><br />The location could not be more perfect with all of South Boston at your doorstep and the wildly popular Seaport District just a short walk away. South Boston, or “Southie” as we call it, is best known for its authentic Boston feel, its proximity to Downtown and it's bar and pub scene, while the Seaport District has quickly become the destination for conferences, restaurants and night-life/entertainment. With the Red Line Subway station right outside the front door you can also access the Downtown/Financial District, Beacon Hill and Cambridge/MIT/Harvard very easily.<",2020-09-01
901,29417659,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,10-1,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/29417659,https://www.airbnb.com/users/show/814298,28.0,Exemption: hotel/motel,?,,South Boston,"This Quarters™ room is a unique offering from Short Term Rentals Boston that makes living in the heart of Boston affordable and easy. You have your own private room with a queen bed in a newly renovated building across the street from the Red Line Broadway Stop. The laundry room, kitchen and living room are shared amongst the guests of this building. The Quarters™ are our most popular offering for people who need to be in Boston but don't have the need or budget for a full apartment.<br /><br /><b>The space</b><br />Shared kitchen and living facilities give you access to the comforts of a full apartment without the added cost. The shared bathrooms at Quarters™ are single-occupancy so you never have the awkward situation of actually sharing a bathroom. All areas and rooms have central heating and cooling. WiFi is provided free of charge. The building common spaces are all professionally cleaned regularly so while we ask that everyone play their part in keeping the building neat and clea",2020-08-31
902,29483839,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,10-1,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/29483839,https://www.airbnb.com/users/show/814298,28.0,Exemption: hotel/motel,?,,South Boston,"The Quarters™ concept is a unique offering from Thatch that makes living in the heart of Boston affordable and easy. You have your own private room with a queen bed in a newly renovated building across the street from public transit and surrounded by restaurants, coffee shops, nightlife, shopping and other amenities.<br /><br /><b>The space</b><br />Shared kitchen and living facilities give you access to the comforts of a full apartment without the added cost. The shared bathrooms at Quarters™ are single-occupancy so you never have the awkward situation of actually sharing a bathroom. All areas and rooms have central heating and cooling. WiFi is provided free of charge. The building common spaces are all professionally cleaned regularly so while we ask that everyone play their part in keeping the building neat and clean, we have a full staff of cleaners to ensure cleanliness and comfort. You get all of this and the flexibility of a short-term lease for a fraction of the cost of studio ",2020-08-31
911,29487809,WB Quarters™ by STRB|Polished Cozy in Southie,10-1,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/29487809,https://www.airbnb.com/users/show/814298,28.0,Exemption: hotel/motel,?,,South Boston,"This Quarters™ room is a unique offering from Short Term Rentals Boston that makes living in the heart of Boston affordable and easy. You have your own private room with a queen bed in a newly renovated building across the street from the Red Line Broadway Stop. The laundry room, kitchen and living room are shared amongst the guests of this building. The Quarters™ are our most popular offering for people who need to be in Boston but don't have the need or budget for a full apartment.<br /><br /><b>The space</b><br />Shared kitchen and living facilities give you access to the comforts of a full apartment without the added cost. The shared bathrooms at Quarters™ are single-occupancy so you never have the awkward situation of actually sharing a bathroom. All areas and rooms have central heating and cooling. WiFi is provided free of charge. The building common spaces are all professionally cleaned regularly so while we ask that everyone play their part in keeping the building neat and clea",2020-09-01
912,29488018,WB Quarters™ by STRB|Polished Cozy in Southie,10-1,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/29488018,https://www.airbnb.com/users/show/814298,28.0,Exemption: hotel/motel,?,,South Boston,"This Quarters™ room is a unique offering from Short Term Rentals Boston that makes living in the heart of Boston affordable and easy. You have your own private room with a queen bed in a newly renovated building across the street from the Red Line Broadway Stop. The laundry room, kitchen and living room are shared amongst the guests of this building. The Quarters™ are our most popular offering for people who need to be in Boston but don't have the need or budget for a full apartment.<br /><br /><b>The space</b><br />Shared kitchen and living facilities give you access to the comforts of a full apartment without the added cost. The shared bathrooms at Quarters™ are single-occupancy so you never have the awkward situation of actually sharing a bathroom. All areas and rooms have central heating and cooling. WiFi is provided free of charge. The building common spaces are all professionally cleaned regularly so while we ask that everyone play their part in keeping the building neat and clea",2020-09-01
913,29488761,WB Quarters™ by STRB|Polished Cozy in Southie,10-1,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/29488761,https://www.airbnb.com/users/show/814298,28.0,Exemption: hotel/motel,?,,"The location could not be more perfect with all of South Boston at your doorstep and the wildly popular Seaport District just a short walk away. South Boston, or “Southie” as we call it, is best known for its authentic Boston feel, its proximity to Downtown and it’s bar and pub scene, while the Seaport District has quickly become the destination for conferences, restaurants and night-life/entertainment. With the Red Line Subway station right outside the front door you can also access the Downtown/Financial District, Beacon Hill and Cambridge/MIT/Harvard very easily.","This Quarters™ room is a unique offering from Short Term Rentals Boston that makes living in the heart of Boston affordable and easy. You have your own private room with a queen bed in a newly renovated building across the street from the Red Line Broadway Stop. The laundry room, kitchen and living room are shared amongst the guests of this building. The Quarters™ are our most popular offering for people who need to be in Boston but don't have the need or budget for a full apartment.<br /><br /><b>The space</b><br />The shared bathrooms at Quarters™ are one in one out so you never have the awkward situation of actually sharing a bathroom. All areas and rooms have central heat and air conditioning and wi-fi is provided free of charge. The building common spaces are all professionally cleaned regularly so while we ask that everyone play their part in keeping the building neat and clean, we have a full staff of cleaners to ensure cleanliness and comfort. You get all of this and the flexib",2020-09-01
914,29488814,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,10-1,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/29488814,https://www.airbnb.com/users/show/814298,28.0,Exemption: hotel/motel,?,,South Boston,"This Quarters™ room is a unique offering from Short Term Rentals Boston that makes living in the heart of Boston affordable and easy. You have your own private room with a queen bed in a newly renovated building across the street from the Red Line Broadway Stop. The laundry room, kitchen and living room are shared amongst the guests of this building. The Quarters™ are our most popular offering for people who need to be in Boston but don't have the need or budget for a full apartment.<br /><br /><b>The space</b><br />The shared bathrooms at Quarters™ are one in one out so you never have the awkward situation of actually sharing a bathroom. All areas and rooms have central heat and air conditioning and wi-fi is provided free of charge. The building common spaces are all professionally cleaned regularly so while we ask that everyone play their part in keeping the building neat and clean, we have a full staff of cleaners to ensure cleanliness and comfort. You get all of this and the flexib",2020-09-01
