,id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
1358,38478429,"Nice bedroom Brighton close to T ,BC,Downtown",20-1,CorpGroup39,Jihane,Jihane,293373619.0,https://www.airbnb.com/rooms/38478429,https://www.airbnb.com/users/show/293373619,28.0,Missing,?,,"Great Coffee shops 1 minute walk from the door.<br />Get Breakfast and Coffee at : Fuel America, Moogys, Cumberland farms, Cafe nero and more !<br />Lunch and dinners places are also one step from the house : you can check the local food places : Gyro city, Dates and olives and Yamato.<br />For Cat lovers:  A cat cafe right in the corner.<br />Very safe neighborhood where families live with their kids. You can enjoy an evening walk with no worries.","The house is 1 minute walk to the Green line. The rooms are very spacious ,comfortable and cozy. You will feel at home in no time.The house is very quiet at all the times .<br />The Kitchen is available for you , feel free to use the dishes provided for the guests. You will find all what you needs for to prepare  your daily meals.<br />You can access the spacious  balcony from the kitchen for some fresh air anytime  !<br /><br /><b>The space</b><br />I’m always looking forward to hosting great people. Message me to see if we can work out a deal for your budget.",2020-09-01
1368,38843864,Great Room Brighton BC Green T,20-1,CorpGroup39,Jihane,Jihane,293373619.0,https://www.airbnb.com/rooms/38843864,https://www.airbnb.com/users/show/293373619,28.0,Missing,?,,,"The house is 1 minute walk to the Green line. The rooms are very spacious ,comfortable and cozy. You will feel at home in no time.The house is very quiet at all the times .<br />The Kitchen is available for you , feel free to use the dishes provided for the guests. You will find all what you needs for to prepare  your daily meals.<br />You can access the spacious  balcony from the kitchen for some fresh air anytime  !<br /><br /><b>The space</b><br />The house is 1 minute walk to the Green line.",2020-09-01
1453,40258908,Spacious bedroom,20-1,CorpGroup39,Jihane,Jihane,293373619.0,https://www.airbnb.com/rooms/40258908,https://www.airbnb.com/users/show/293373619,91.0,Missing,?,,,,2020-09-01
1470,40483415,Nice rm on Green T 10 mins wlk to BC sumer discont,20-1,CorpGroup39,Jihane,Jihane,293373619.0,https://www.airbnb.com/rooms/40483415,https://www.airbnb.com/users/show/293373619,28.0,Missing,?,,,"The house is 1 minute walk to the Green line. The rooms are very spacious ,comfortable and cozy. You will feel at home in no time.The house is very quiet at all the times .<br />The Kitchen is available for you ,the room has private small fridge as well. feel free to use the dishes provided for the guests. You will find all what you needs for to prepare  your daily meals.<br />You can access the spacious  balcony from the kitchen for some fresh air anytime  !<br /><br /><b>The space</b><br />The house is 1 minute walk to the Green line. The rooms are very spacious ,comfortable and cozy. You will feel at home in no time.The house is very quiet at all the times .<br />The Kitchen is available for you ,the room has private small fridge as well. feel free to use the dishes provided for the guests. You will find all what you needs for to prepare  your daily meals.<br />You can access the spacious  balcony from the kitchen for some fresh air anytime  !<br /><br /><b>Guest access</b><br />The",2020-08-31
1480,40540038,spacious rm 10 min walkTo Bc 3min greenT &Elz hosp,20-1,CorpGroup39,Jihane,Jihane,293373619.0,https://www.airbnb.com/rooms/40540038,https://www.airbnb.com/users/show/293373619,28.0,Missing,?,,"Great Coffee shops 1 minute walk from the door.<br />Get Breakfast and Coffee at : Fuel America, Moogys, Cumberland farms, Cafe nero and more !<br />Lunch and dinners places are also one step from the house : you can check the local food places : Gyro city, Dates and olives and Yamato.<br />For Cat lovers:  A cat cafe right in the corner.<br />Very safe neighborhood where families live with their kids. You can enjoy an evening walk with no worries.","The house is 1 minute walk to the Green line. The rooms are very spacious ,comfortable and cozy. You will feel at home in no time.The house is very quiet at all the times .<br />The Kitchen is available for you ,the room has private small fridge as well. feel free to use the dishes provided for the guests. You will find all what you needs for to prepare  your daily meals.<br />You can access the spacious  balcony from the kitchen for some fresh air anytime  !<br /><br /><b>The space</b><br />I’m always looking forward to hosting great people. Message me to see if we can work out a deal for your budget",2020-09-01
1520,40973792,Spacious room near BC and green T,20-1,CorpGroup39,Jihane,Jihane,293373619.0,https://www.airbnb.com/rooms/40973792,https://www.airbnb.com/users/show/293373619,28.0,Missing,?,,,"The house is 1 minute walk to the Green line. The rooms are very spacious ,comfortable and cozy. You will feel at home in no time.The house is very quiet at all the times .<br />The Kitchen is available for you ,the room has private small fridge as well. feel free to use the dishes provided for the guests. You will find all what you needs for to prepare  your daily meals.<br />You can access the spacious  balcony from the kitchen for some fresh air anytime  !<br /><br /><b>Guest access</b><br />The house is 1 minute walk to the Green line. The rooms are very spacious ,comfortable and cozy. You will feel at home in no time.The house is very quiet at all the times .<br />The Kitchen is available for you ,the room has private small fridge as well. feel free to use the dishes provided for the guests. You will find all what you needs for to prepare  your daily meals.<br />You can access the spacious  balcony from the kitchen for some fresh air anytime  !",2020-09-01
1521,40988554,Very spacious room near green T and BC,20-1,CorpGroup39,Jihane,Jihane,293373619.0,https://www.airbnb.com/rooms/40988554,https://www.airbnb.com/users/show/293373619,28.0,Missing,?,,,,2020-09-01
1571,41745395,Spacious Br in Brighton 2 min walk greenT & 10 BC,20-1,CorpGroup39,Jihane,Jihane,293373619.0,https://www.airbnb.com/rooms/41745395,https://www.airbnb.com/users/show/293373619,28.0,Missing,?,,,,2020-09-01
1634,42307264,Nice location 10 mins Bc and 3 min to green T,20-1,CorpGroup39,Jihane,Jihane,293373619.0,https://www.airbnb.com/rooms/42307264,https://www.airbnb.com/users/show/293373619,28.0,Missing,?,,,,2020-09-01
1756,43610374,Cozy rm 2 min to grn T & 15 mns walk BC & ELz hosp,20-1,CorpGroup39,Jihane,Jihane,293373619.0,https://www.airbnb.com/rooms/43610374,https://www.airbnb.com/users/show/293373619,28.0,Missing,?,,,,2020-09-01
