,id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
345,14472483,Sonder | Financial District | Stunning 2BR,7-3,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/14472483,https://www.airbnb.com/users/show/12243051,30.0,Missing,?,,"Although mostly frequented by professionals, Boston’s Financial District offers beautiful historic sites, high-end coffee shops, and lively Irish pubs. Plunge into American history and head out to Freedom Trail to experience the self-guided tour that leads you through 16 notable landmarks. Spend the afternoon in Post Office Squre lounging in the beautiful green space or stoll through the enchanting brick-paved sidewalks.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-09-01
353,14744525,Sonder | Financial District | Modern 2BR,7-3,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/14744525,https://www.airbnb.com/users/show/12243051,30.0,Missing,?,,"Although mostly frequented by professionals, Boston’s Financial District offers beautiful historic sites, high-end coffee shops, and lively Irish pubs. Plunge into American history and head out to Freedom Trail to experience the self-guided tour that leads you through 16 notable landmarks. Spend the afternoon in Post Office Squre lounging in the beautiful green space or stoll through the enchanting brick-paved sidewalks.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-09-01
360,14897997,Sonder | Financial District | Chic 2BR,7-3,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/14897997,https://www.airbnb.com/users/show/12243051,30.0,Missing,?,,"Although mostly frequented by professionals, Boston’s Financial District offers beautiful historic sites, high-end coffee shops, and lively Irish pubs. Plunge into American history and head out to Freedom Trail to experience the self-guided tour that leads you through 16 notable landmarks. Spend the afternoon in Post Office Squre lounging in the beautiful green space or stoll through the enchanting brick-paved sidewalks.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-09-01
1374,38958028,Sonder | Financial District | Warm 2BR + Sofa Bed,7-3,CorpGroup5,Sonder,Sonder (Boston),224829568.0,https://www.airbnb.com/rooms/38958028,https://www.airbnb.com/users/show/224829568,30.0,Missing,?,,Financial District highlights  <br />- Walkability score - 95  <br />- 3 minute walk to Bostonia Public House (best New England fare)  <br />- 4 minute walk to The Trillium Garden on The Greenway (food truck eats & beer garden),"Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-09-01
1375,38958123,Sonder | Financial District | Bright 1BR,7-3,CorpGroup5,Sonder,Sonder (Boston),224829568.0,https://www.airbnb.com/rooms/38958123,https://www.airbnb.com/users/show/224829568,30.0,Missing,?,,Financial District highlights <br />- Walkability score - 95 <br />- 3 minute walk to Bostonia Public House (best New England fare) <br />- 4 minute walk to The Trillium Garden on The Greenway (food truck eats & beer garden),"Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-09-01
1376,38958155,Sonder | Financial District | Grand 2BR + Sofa Bed,7-3,CorpGroup5,Sonder,Sonder (Boston),224829568.0,https://www.airbnb.com/rooms/38958155,https://www.airbnb.com/users/show/224829568,30.0,Missing,?,,Financial District highlights  <br />- Walkability score - 95  <br />- 3 minute walk to Bostonia Public House (best New England fare)  <br />- 4 minute walk to The Trillium Garden on The Greenway (food truck eats & beer garden),"Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-09-01
1377,38958340,Sonder | Financial District | Divine 2BR,7-3,CorpGroup5,Sonder,Sonder (Boston),224829568.0,https://www.airbnb.com/rooms/38958340,https://www.airbnb.com/users/show/224829568,30.0,Missing,?,,Financial District highlights  <br />- Walkability score - 95  <br />- 3 minute walk to Bostonia Public House (best New England fare)  <br />- 4 minute walk to The Trillium Garden on The Greenway (food truck eats & beer garden),"Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-09-01
1378,38958496,Sonder | Financial District | Iconic 2BR,7-3,CorpGroup5,Sonder,Sonder (Boston),224829568.0,https://www.airbnb.com/rooms/38958496,https://www.airbnb.com/users/show/224829568,30.0,Missing,?,,Financial District highlights  <br />- Walkability score - 95  <br />- 3 minute walk to Bostonia Public House (best New England fare)  <br />- 4 minute walk to The Trillium Garden on The Greenway (food truck eats & beer garden),"Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-09-01
1440,40031197,Sonder | Financial District | Airy 1BR + Sofa Bed,7-3,CorpGroup5,Sonder,Sonder (Boston),224829568.0,https://www.airbnb.com/rooms/40031197,https://www.airbnb.com/users/show/224829568,30.0,Missing,?,,"Although mostly frequented by professionals, Boston’s Financial District offers beautiful historic sites, high-end coffee shops, and lively Irish pubs. Plunge into American history and head out to Freedom Trail to experience the self-guided tour that leads you through 16 notable landmarks. Spend the afternoon in Post Office Squre lounging in the beautiful green space or stoll through the enchanting brick-paved sidewalks.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-09-01
1442,40088651,Sonder | Financial District | Sun-Filled 2BR,7-3,CorpGroup5,Sonder,Sonder (Boston),224829568.0,https://www.airbnb.com/rooms/40088651,https://www.airbnb.com/users/show/224829568,30.0,Missing,?,,"Although mostly frequented by professionals, Boston’s Financial District offers beautiful historic sites, high-end coffee shops, and lively Irish pubs. Plunge into American history and head out to Freedom Trail to experience the self-guided tour that leads you through 16 notable landmarks. Spend the afternoon in Post Office Squre lounging in the beautiful green space or stoll through the enchanting brick-paved sidewalks.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-09-01
