id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
44061364,Modern 1 BR | Full kitchen | Laundry | Boston |GLS,19-41,CorpGroup2,Churchill,Mike,9419684.0,https://www.airbnb.com/rooms/44061364,https://www.airbnb.com/users/show/9419684,21.0,STRHS,,,,"Global Serviced Apartments offers fully-furnished, fully-equipped, luxury vacation rental apartments throughout Boston. From the Theatre District to Fenway, from Chinatown to Back Bay, Global Serviced Apartments will surely accommodate your housing needs during your next stay in Boston.<br /><br /><b>License number</b><br />Exempt: This listing is a unit that has contracts with hospitals",2020-08-31
