,id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
442,17300501,✪Elegant King 4mi to D-town freepk walk to train,17-1,CorpGroup23,Eder,Eder,25203946.0,https://www.airbnb.com/rooms/17300501,https://www.airbnb.com/users/show/25203946,7.0,413525,Active,422 Bowdoin ST 15 2 Dorchester MA 02122,"Convenient location at walking distance to subway, close to downtown and less than 20 mn drive to Logan airport. <br />Enjoy Free Street parking next or around the house- please pay attention to the street cleaning sign Wednesday and Thursday from midnight to 7am. Laundromat at walking distance. <br />Bike Rental 2 minutes away. <br />Church at walking distance. There is a barbershop and beauty salon near the house.","Blending modern conveniences with historic charm, this newly remodeled house features:<br /> 5 bedrooms,2 bath, kitchen. Free Wifi. Washer/dryer<br /> Your room has a king bed<br /> 4 mi to Convention, downtown<br /> Near universities, bars/restaurants<br />18mn to Logan Airport<br /> ✔Fully equipped kitchen. Free coffee/tea,blender,toaster<br /> Free Street Prk<br />✔10 mn walk to Savin Hill subway. 8 mns driving to Dorchester brewing, South Bay center&beach<br />✔Lugagge drop off early<br />We love and look forward to hosting you.<br /><br /><b>The space</b><br />Located just 4 miles to Downtown, Boston convention Center. Your house is decorated with much love and care. Located on the 3rd floor of a three- family colonial house with beautiful landscaping and well maintained. Relax outside in your outdoor sofa and enjoy a meal outside in your table.  Grill some food in the barbecue grill and enjoy. The property is fully furnished, providing you with all the conveniences of home during",2020-09-01
450,17547347,✪2Doublebeds 4m to Downtown walk to subway freepk✪,17-1,CorpGroup23,Eder,Eder,25203946.0,https://www.airbnb.com/rooms/17547347,https://www.airbnb.com/users/show/25203946,6.0,413525,Active,422 Bowdoin ST 15 2 Dorchester MA 02122,"Convenient location at walking distance to subway, close to downtown and less than 20 mn drive to Logan airport. <br />Enjoy Free Street parking next or around the house- please pay attention to the street cleaning sign Wednesday and Thursday from midnight to 7am. Laundromat at walking distance. <br />Bike Rental 2 minutes away. <br />Church at walking distance. There is a barbershop and beauty salon near the house.","Blending modern conveniences with historic charm, this newly remodeled house features:<br /> 5 bedrooms,2 bath, kitchen. Free Wifi<br /> Your room has 2 Double beds. <br />✔Washer/Dryer(coin)<br />4 mi to Convention, downtown<br /> Near Universities, bars, restaurants<br />18mn to Logan Airport<br /> ✔Fully equipped kitchen. Free coffee/tea<br /> Free Street Prk<br />✔12 walk to subway. 8 mns to Dorchester brewing, South Bay center & beach<br />Lugagge drop off early/pick up later<br />We love and look forward to hosting you<br /><br /><b>The space</b><br />Located just 4 miles to Downtown, Boston convention Center. Your house is decorated with much love and care. Located on the 3rd floor of a three- family colonial house with beautiful landscaping and well maintained. Relax outside in your outdoor sofa and enjoy a meal outside in your table.  Grill some food in the barbecue grill and enjoy. The property is fully furnished, providing you with all the conveniences of home during your vi",2020-09-01
501,19020833,✪SunnyDouble min 2 Fenway/DT walk to subway freepk,17-1,CorpGroup23,Eder,Eder,25203946.0,https://www.airbnb.com/rooms/19020833,https://www.airbnb.com/users/show/25203946,7.0,413525,Active,422 Bowdoin ST 15 2 Dorchester MA 02122,"Convenient location at walking distance to subway, close to downtown and less than 20 mn drive to Logan airport. One of the  best characteristic of our neighborhood is its diversity. Walkable at anytime of the day. Multicultural neighborhood with friendly and humble people.<br />Enjoy Free Street parking next or around the house- please pay attention to the street cleaning sign Wednesday and Thursday from midnight to 7am. Laundromat at walking distance. <br />Bike Rental 2 minutes away. <br />Church at walking distance. There is a barbershop and beauty salon near the house.","Blending modern conveniences with historic charm, this newly remodeled house features:<br /> 5 bedrooms,2 bath, kitchen. Free Wifi<br /> ✔Your room has a Double bed<br />✔washer/dryer<br /> Near universities, bars/restaurants<br /> 4 mi to Convention, downtown, Fenway<br /> 18mn to Logan Airport<br />✔ Fully equipped kitchen. Free coffee/tea,blender,toaster<br />✔ Free Street Prk<br />12mn walk to subway T. 5-8 mns driving to Dorchester brewing, South Bay center & beach<br />Lugagge drop off early<br />We love and look forward to hosting you<br /><br /><b>The space</b><br />Located just 4 miles to Downtown, Boston convention Center. Your house is decorated with much love and care. Located on the 3rd floor of a three- family colonial house with beautiful landscaping and well maintained. Relax outside in your outdoor sofa and enjoy a meal outside in your table.  Grill some food in the barbecue grill and enjoy. The property is fully furnished, providing you with all the conveniences of ho",2020-09-01
511,19123216,✪2 Double beds 4mi to Downtown near subway freepk✪,17-1,CorpGroup23,Eder,Eder,25203946.0,https://www.airbnb.com/rooms/19123216,https://www.airbnb.com/users/show/25203946,5.0,413525,Active,422 Bowdoin ST 15 2 Dorchester MA 02122,"Convenient location at walking distance to subway, close to downtown and less than 20 mn drive to Logan airport. <br />Enjoy Free Street parking next or around the house- please pay attention to the street cleaning sign Wednesday and Thursday from midnight to 7am. Laundromat at walking distance. <br />Bike Rental 2 minutes away. <br />Church at walking distance. There is a barbershop and beauty salon near the house.","Blending modern conveniences with historic charm, this newly remodeled house features:<br /> 5 bedrooms,2bath,kitchen.Free Wifi.Washer/dryer<br /> Your room has 2 double beds<br /> ✔Free Street Prk<br />Near Universities,bars,restaurants<br /> 15 mn to Downtown/BCEC/Fenway<br /> 18mn to the airport<br />If we are booked check our other listings<br />✔Fully equipped kitchen.Free coffee/tea,blender,toaster<br />12 Walk to Subway.8mns to Dorchester brewing,South Bay center &beach<br />✔Lugagge drop off early<br />We love and look forward to hosting you<br /><br /><b>The space</b><br />Located just 4 miles to Downtown, Boston convention Center. Your house is decorated with much love and care. Located on the 3rd floor of a three- family colonial house with beautiful landscaping and well maintained. Relax outside in your outdoor sofa and enjoy a meal outside in your table.  Grill some food in the barbecue grill and enjoy. The property is fully furnished, providing you with all the convenienc",2020-09-01
513,19143984,✪Sunny King+sofa SmartTV 4m to DWTN FreePk• walk2T,17-1,CorpGroup23,Eder,Eder,25203946.0,https://www.airbnb.com/rooms/19143984,https://www.airbnb.com/users/show/25203946,6.0,413525,Active,422 Bowdoin ST 15 2 Dorchester MA 02122,"Convenient location at walking distance to subway, close to beach, downtown and less than 20 mn drive to Logan airport. Vibrant neighborhood with stores, restaurants , bars at walking distance. Walkable at anytime of the day. Multicultural neighborhood with friendly and humble people. <br />Enjoy 24 street parking in front of the house, NO meter to feed next or around the house- please pay attention to the street cleaning sign Wednesday and Thursday from midnight to 7am. Laundromat at walking distance. <br />Bike Rental 2 minutes away. <br />Church at walking distance. There is a barbershop and beauty salon near the house.","Blending modern conveniences with historic charm, this remodeled house features:<br /> 5 bedrooms,2 bath, kitchen. Free Wifi.<br />Smart TV, Stream movies. Washer/dryer <br />✔ Your room has a king size/sleeper sofa<br />Near universities, bars/restaurants<br /> 4 mi to Downtown/Convention<br /> 18mn to Logan<br /> ✔Fully equipped kitchen. Free coffee/tea,toaster<br /> Free Street Prk<br />10 mn walk to subway T. 8 mns to Dorchester brewing, South Bay center & beach<br />✔Lugagge drop off early<br />We love and look forward to hosting you<br /><br /><b>The space</b><br />Located just 4 miles to Downtown, Boston convention Center. Your house is decorated with much love and care. Located on the 3rd floor of a three- family colonial house with beautiful landscaping and well maintained. Relax outside in your outdoor sofa and enjoy a meal outside in your table.  Grill some food in the barbecue grill and enjoy. The property is fully furnished, providing you with all the conveniences of home ",2020-09-01
566,20655696,45%off Chic Retreat near Downtown Disney+ Freeprkg,17-1,CorpGroup23,Eder,Eder,25203946.0,https://www.airbnb.com/rooms/20655696,https://www.airbnb.com/users/show/25203946,1.0,413525,Active,422 Bowdoin ST 15 2 Dorchester MA 02122,"Convenient location at walking distance to subway, close to beach, downtown and less than 20 mn drive to Logan airport. Vibrant neighborhood with stores, restaurants , bars at walking distance. Walkable at anytime of the day. Multicultural neighborhood with friendly and humble people. <br />Enjoy 24 street parking in front of the house, NO meter to feed next or around the house- please pay attention to the street cleaning sign Wednesday and Thursday from midnight to 7am. Laundromat at walking distance. <br />Bike Rental 2 minutes away. <br />Church at walking distance. There is a barbershop and beauty salon near the house.","Great for staycation/work-from-home/families.Top rated in cleaning.Feel comfortable Knowing that due to this pandemic we are taking extra care to complete disinfect,sanitize frequently touched surfaces between reservations,&following CDC procedures.Self check in.No human interaction is needed. <br />✅Disney+<br />✅3.8m to BCEC,Downtown,Fenway.20mn to Casino, 35 to Pats<br />✅FREE parking<br />✅ Free Wifi.Washer/Dryer<br />✅18mn to airport <br />✅ 12mn walk to train<br />✅8 mn to Beach<br />✅Near universities,bars<br />Book your stay now.<br /><br /><b>The space</b><br />Gather and eat in the stunning kitchen featuring Quartz countertop and stainless steel appliances and enjoy the wall art. Walk to the nearest market and cook some food in the kitchen. Relax outside in your outdoor sofa and enjoy a meal and enjoy a meal in your table.  Grill some food in the barbecue grill and enjoy. Located just 4 miles to Downtown, Boston convention Center. Your house is decorated with much love and ca",2020-09-01
797,26012594,⭐ SweetRetreat 50%off near Downtown Disney+Freepkg,17-1,CorpGroup23,Eder,Eder,25203946.0,https://www.airbnb.com/rooms/26012594,https://www.airbnb.com/users/show/25203946,1.0,413525,Active,422 Bowdoin ST 15 2 Dorchester MA 02122,"Convenient location at walking distance to subway, close to downtown and less than 20 mn drive to Logan airport. Vibrant neighborhood with stores, restaurants , bars at walking distance. Walkable at anytime of the day. Multicultural neighborhood with friendly and humble people. <br />Enjoy Free Street parking next or around the house- please pay attention to the street cleaning sign Wednesday and Thursday from midnight to 7am. Laundromat at walking distance. <br />Bike Rental 2 minutes away. <br />Church at walking distance. There is a barbershop and beauty salon near the house.","Your next memorable stay. Great for staycation/work-from-home/familiesTop rated in cleaning. Feel comfortable knowing that due to this pandemic we are taking extra care to completely disinfect,sanitize touched surfaces between stays ,&following CDC procedures.Self check in.No human interaction is needed. <br />Disney+<br />3.8m to BCEC,Downtown,Fenway.20mn to Casino, 35 to Pats<br />FREE parking<br /> Free Wifi.Washer/Dryer<br />18mn to airport <br />12mn walk to train<br />8 mn to Beach<br />Near universities,bars<br />Book your stay now<br /><br /><b>The space</b><br />Located just 4 miles to Downtown, Boston convention Center. Your house is decorated with much love and care. Walk to the nearest market and cook some food in the kitchen. Relax outside in your outdoor deck sofa and enjoy a meal outside in your table.  Grill some food in the backyard barbecue grill and enjoy. The property is fully furnished, providing you with all the conveniences of home during your visit to Boston, of",2020-09-01
798,26038867,✪Villa5 2beds 4m to Dowtown stepsto T w/freeprk✪,17-1,CorpGroup23,Eder,Eder,25203946.0,https://www.airbnb.com/rooms/26038867,https://www.airbnb.com/users/show/25203946,3.0,413525,Active,422 Bowdoin ST 15 2 Dorchester MA 02122,"Convenient location at walking distance to subway, close to beach, downtown and less than 20 mn drive to Logan airport. Vibrant neighborhood with stores, restaurants , bars at walking distance. Walkable at anytime of the day. Multicultural neighborhood with friendly and humble people. <br />Enjoy 24 street parking in front of the house, NO meter to feed next or around the house- please pay attention to the street cleaning sign Wednesday and Thursday from midnight to 7am. Laundromat at walking distance. <br />Bike Rental 2 minutes away. <br />Church at walking distance. There is a barbershop and beauty salon near the house.","Blending modern conveniences with historic charm, this newly remodeled house features:<br /> 5 bedrooms,2 bath,kitchen.Free Wifi. 12 mn walk to Subway<br /> Your room has two double beds. Keypad to lock your room<br /> 4 miles to Downtown/Convention<br />✔12 mn walk to Savin Hill T<br />Near universities, bars/restaurants<br /> 18mn to Logan<br /> Fully equipped kitchen. <br />✔ Free Street Prk<br />At the Bus Line<br />8mn drive to Dorchester brewing,South Bay center &beach<br />✔Lugagge drop off early<br />We love and look forward to hosting you<br /><br /><b>The space</b><br />Located just 4 miles to Downtown, Boston convention Center. Your house is decorated with much love and care.  Relax outside in your outdoor sofa and enjoy a meal in your table.  Grill some food in the barbecue grill and enjoy. The property is fully furnished, providing you with all the conveniences of home during your visit to Boston, offering comfort & cleanliness. The kitchen is fully equipped with everythin",2020-09-01
799,26051186,✪2double min to Fenway/D-Town near train freeprkg,17-1,CorpGroup23,Eder,Eder,25203946.0,https://www.airbnb.com/rooms/26051186,https://www.airbnb.com/users/show/25203946,3.0,413525,Active,422 Bowdoin ST 15 2 Dorchester MA 02122,"Convenient location at walking distance to subway, close to beach, downtown and less than 20 mn drive to Logan airport. Vibrant neighborhood with parks, stores, restaurants , bars at walking distance. Walkable at anytime of the day. Multicultural neighborhood with friendly and humble people. <br />Enjoy 24 street parking in front of the house, NO meter to feed next or around the house- please pay attention to the street cleaning sign Wednesday and Thursday from midnight to 7am. Laundromat at walking distance. <br />Bike Rental 2 minutes away. <br />Church at walking distance. There is a barbershop and beauty salon near the house.","Blending modern conveniences with historic charm, this newly remodeled house features:<br /> 5 bedrooms,2 bath, kitchen. Free Wifi<br /> Your room has two full size beds<br />15mn to Downtown/Convention/Fenway<br />✔Keypad bedroom lock<br />✔10 mn walk to train.Washer/dryer<br />If we are booked check our other listings<br />Near universities,bars<br />18mn to Logan/Casino<br />✔Fully equipped kitchen<br /> Free Street Prk<br />8 mns driving to Dorchester brewing, South Bay center &beach<br />Lugagge drop off early<br />We love and look forward to hosting you<br /><br /><b>The space</b><br />Located just 4 miles to Downtown, Boston convention Center. Your house is decorated with much love and care.  Relax outside in your outdoor sofa and enjoy a meal in your table.  Grill some food in the barbecue grill and enjoy. The property is fully furnished, providing you with all the conveniences of home during your visit to Boston, offering comfort & cleanliness. The kitchen is fully equipped wi",2020-09-01
800,26052117,✪Sunny King w/Smartv 4m to City stepsto T freeprk✪,17-1,CorpGroup23,Eder,Eder,25203946.0,https://www.airbnb.com/rooms/26052117,https://www.airbnb.com/users/show/25203946,4.0,413525,Active,422 Bowdoin ST 15 2 Dorchester MA 02122,"Convenient location at walking distance to subway, close to beach, downtown and less than 20 mn drive to Logan airport. Vibrant neighborhood with stores, restaurants , bars at walking distance. Walkable at anytime of the day. Multicultural neighborhood with friendly and humble people. <br />Enjoy 24 street parking in front of the house, NO meter to feed next or around the house- please pay attention to the street cleaning sign Wednesday and Thursday from midnight to 7am. Laundromat at walking distance. <br />Bike Rental 2 minutes away. <br />Church at walking distance. There is a barbershop and beauty salon near the house.","Blending modern conveniences with historic charm, this newly remodeled house features:<br /> 5 bedrooms,2 bath, kitchen. Free Wifi. Washer/dryer. Relax and watch movies<br />12 Walk to subway<br />Room w/ king size bed/full size sleeper sofa,Smart TV<br />If we are full check our other listings<br />✔Fully equipped kitchen<br />Near universities,bars/restaurants<br /> 4 mil to City<br /> 18mn to Logan<br />✔ Free Street Prk<br />8 mns driving to Dorchester brewing,South Bay center&beach<br />Lugagge drop off <br />We love and look forward to hosting you<br /><br /><b>The space</b><br />Located just 4 miles to Downtown, Boston convention Center. Your house is decorated with much love and care.  Relax outside in your outdoor sofa and enjoy a meal in your table.  Grill some food in the barbecue grill and enjoy. The property is fully furnished, providing you with all the conveniences of home during your visit to Boston, offering comfort & cleanliness. The kitchen is fully equipped with eve",2020-09-01
